,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.8, 11.6  /  14.4  /  6.3 ,49.8%,14.0%,170,0.1%,"17,820",Sentinel
1,2,Reyna,1.03, 15.4  /  15  /  4.5 ,49.4%,10.9%,224,0.1%,"13,879",Duelist
2,3,Omen,0.91, 13.5  /  14.9  /  5.2 ,47.8%,7.0%,194,0.1%,"8,854",Controller
3,4,Raze,0.95, 14.3  /  15.1  /  4.8 ,49.7%,6.8%,215,0.1%,"8,634",Duelist
4,5,Jett,0.96, 14.4  /  15.1  /  3.9 ,48.7%,6.2%,211,0.1%,"7,816",Duelist
5,6,Killjoy,0.87, 12.3  /  14.1  /  4.2 ,50.6%,5.8%,181,0.2%,"7,419",Sentinel
6,7,Fade,0.81, 12.2  /  14.9  /  6 ,48.5%,4.8%,179,0.1%,"6,094",Initiator
7,8,Sova,0.86, 12.4  /  14.5  /  4.9 ,49.5%,4.6%,183,0.1%,"5,874",Initiator
8,9,Phoenix,0.95, 14.2  /  14.9  /  4.3 ,46.7%,4.5%,208,0.1%,"5,707",Duelist
9,10,Brimstone,0.88, 12.8  /  14.6  /  6.3 ,50.0%,4.2%,189,0.1%,"5,395",Controller
10,11,Yoru,0.89, 13.4  /  15.1  /  4.1 ,46.7%,4.2%,194,0.1%,"5,316",Duelist
11,12,Skye,0.82, 12.1  /  14.8  /  7.1 ,49.6%,4.0%,178,0.1%,"5,088",Initiator
12,13,Neon,0.88, 13.7  /  15.5  /  4.2 ,49.3%,3.8%,202,0.1%,"4,863",Duelist
13,14,Gekko,0.89, 13  /  14.6  /  4.8 ,52.9%,3.5%,185,0.1%,"4,463",Initiator
14,15,Viper,0.84, 12.5  /  14.8  /  5.1 ,46.1%,3.5%,182,0.1%,"4,457",Controller
15,16,KAY/O,0.81, 12.2  /  15  /  7.6 ,46.3%,3.3%,182,0.1%,"4,215",Initiator
16,17,Cypher,0.89, 12.6  /  14.1  /  4.9 ,48.2%,2.9%,182,0.2%,"3,634",Sentinel
17,18,Chamber,0.95, 13.9  /  14.6  /  3.4 ,49.4%,2.3%,197,0.1%,"2,871",Sentinel
18,19,Breach,0.85, 12.7  /  15  /  5.6 ,48.7%,1.6%,186,0.1%,"2,035",Initiator
19,20,Harbor,0.83, 12.4  /  15  /  5.3 ,46.5%,1.2%,180,0.1%,"1,552",Controller
20,21,Astra,0.91, 13  /  14.4  /  5 ,43.7%,0.8%,188,0.1%,968,Controller
