,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Reyna,1.18, 18  /  15.3  /  4 ,51.5%,13.6%,254,0.2%,"3,485,034"
1,2,Sage,0.92, 13.5  /  14.6  /  6.6 ,50.9%,12.2%,192,0.1%,"3,124,770"
2,3,Chamber,1.11, 16.2  /  14.6  /  3.4 ,51.0%,9.6%,224,0.2%,"2,444,481"
3,4,Jett,1.1, 17.1  /  15.6  /  3.8 ,50.6%,7.3%,243,0.2%,"1,876,545"
4,5,Omen,0.98, 14.8  /  15.1  /  5.1 ,49.5%,7.2%,208,0.1%,"1,834,062"
5,6,Raze,1.05, 16.3  /  15.5  /  4.9 ,50.7%,7.1%,239,0.2%,"1,818,456"
6,7,Fade,0.95, 14.1  /  14.9  /  6.7 ,50.4%,5.2%,202,0.1%,"1,337,730"
7,8,Brimstone,0.97, 14.3  /  14.8  /  6.5 ,51.6%,5.2%,206,0.1%,"1,328,499"
8,9,Viper,0.97, 14.2  /  14.6  /  5.2 ,50.2%,5.1%,201,0.1%,"1,308,762"
9,10,Sova,0.98, 14.2  /  14.6  /  5.3 ,49.6%,4.6%,204,0.1%,"1,166,013"
10,11,Killjoy,0.98, 13.9  /  14.2  /  4 ,51.4%,4.3%,200,0.1%,"1,099,407"
11,12,Skye,0.95, 14.1  /  14.9  /  6 ,49.6%,4.0%,200,0.1%,"1,031,016"
12,13,KAY/O,0.91, 13.9  /  15.3  /  7.2 ,47.1%,3.3%,203,0.1%,"854,046"
13,14,Neon,1.03, 16.3  /  15.9  /  4 ,49.2%,2.7%,233,0.2%,"679,779"
14,15,Breach,0.94, 14.4  /  15.2  /  5.1 ,49.9%,2.1%,204,0.1%,"539,019"
15,16,Yoru,1, 15.3  /  15.3  /  3.6 ,47.5%,2.1%,217,0.1%,"524,586"
16,17,Cypher,0.97, 14.1  /  14.5  /  4.4 ,48.2%,1.9%,197,0.1%,"497,403"
17,18,Phoenix,1.07, 16.2  /  15.2  /  3.8 ,49.5%,1.6%,232,0.2%,"397,749"
18,19,Astra,1.02, 14.9  /  14.6  /  5 ,50.1%,0.9%,206,0.1%,"223,890"
