,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.19, 18.1  /  15.2  /  4.5 ,50.7%,11.5%,253,0.1%,"1,001,328"
1,2,Jett,1.12, 17.5  /  15.5  /  3.9 ,49.8%,9.7%,245,0.1%,"839,860"
2,3,Brimstone,0.99, 14.5  /  14.6  /  8.2 ,51.0%,8.9%,207,0.1%,"774,371"
3,4,Sage,0.9, 13.2  /  14.7  /  6.9 ,49.9%,8.7%,187,0.1%,"752,910"
4,5,Killjoy,1, 14.2  /  14.2  /  4 ,50.3%,7.3%,200,0.1%,"632,559"
5,6,Breach,0.94, 14.3  /  15.2  /  6.4 ,49.1%,6.8%,201,0.1%,"587,023"
6,7,Raze,1.06, 16.4  /  15.5  /  4.8 ,49.7%,6.5%,238,0.1%,"566,097"
7,8,Omen,0.96, 14.5  /  15.1  /  6.4 ,47.2%,5.1%,204,0.1%,"438,900"
8,9,Skye,0.93, 13.8  /  14.9  /  7.3 ,48.8%,4.4%,195,0.1%,"384,183"
9,10,Gekko,0.93, 13.9  /  14.9  /  4.7 ,49.4%,3.7%,192,0.1%,"319,679"
10,11,Cypher,0.99, 14.4  /  14.5  /  4.9 ,48.8%,3.6%,199,0.1%,"313,460"
11,12,Viper,0.98, 14.3  /  14.6  /  5.5 ,49.0%,3.5%,201,0.1%,"305,194"
12,13,Chamber,1.09, 16.1  /  14.8  /  3.2 ,48.5%,3.3%,220,0.1%,"290,329"
13,14,Phoenix,1.12, 16.9  /  15.1  /  4.6 ,50.2%,3.1%,239,0.1%,"273,134"
14,15,Fade,0.94, 14  /  14.9  /  6.2 ,49.2%,2.9%,197,0.1%,"251,143"
15,16,Neon,1.02, 16.3  /  16.1  /  4.3 ,48.5%,2.8%,232,0.1%,"246,733"
16,17,KAY/O,0.91, 14  /  15.4  /  8.5 ,46.0%,2.6%,202,0.1%,"221,247"
17,18,Sova,0.95, 14.1  /  14.8  /  5.4 ,47.7%,2.0%,201,0.1%,"176,544"
18,19,Yoru,1, 15.4  /  15.4  /  4.5 ,46.1%,1.5%,216,0.1%,"126,372"
19,20,Astra,1.02, 14.9  /  14.6  /  6 ,48.4%,1.0%,207,0.1%,"90,072"
20,21,Harbor,0.9, 13.6  /  15.1  /  5.8 ,45.6%,1.0%,191,0.1%,"84,561"
