,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.4  /  16.1  /  3.6 ,49.0%,12.4%,238,0.1%,"8,020",Duelist
1,2,Raze,1.06, 17  /  16.1  /  4.8 ,50.5%,9.5%,243,0.1%,"6,161",Duelist
2,3,Killjoy,1.05, 15.1  /  14.4  /  3.6 ,50.4%,9.4%,208,0.2%,"6,072",Sentinel
3,4,Reyna,1.14, 17.8  /  15.7  /  4.3 ,51.1%,8.8%,244,0.1%,"5,699",Duelist
4,5,Omen,0.98, 15  /  15.2  /  7.6 ,48.7%,8.7%,204,0.1%,"5,658",Controller
5,6,Breach,0.94, 14.4  /  15.4  /  7.7 ,48.9%,7.7%,198,0.1%,"4,978",Initiator
6,7,Gekko,0.99, 14.7  /  14.9  /  5.4 ,51.8%,7.6%,198,0.1%,"4,943",Initiator
7,8,Chamber,1.11, 16.8  /  15.2  /  2.7 ,48.7%,4.5%,223,0.1%,"2,878",Sentinel
8,9,Skye,0.96, 14.6  /  15.2  /  8.2 ,49.8%,3.8%,201,0.1%,"2,427",Initiator
9,10,Harbor,0.95, 14.4  /  15.1  /  6.5 ,47.2%,3.6%,196,0.2%,"2,360",Controller
10,11,Cypher,1.04, 15.3  /  14.8  /  4.8 ,49.1%,3.4%,206,0.2%,"2,195",Sentinel
11,12,Sage,0.96, 14.4  /  15  /  7.1 ,52.2%,3.4%,199,0.1%,"2,183",Sentinel
12,13,Brimstone,1.0, 15  /  15  /  9.1 ,52.2%,3.3%,207,0.2%,"2,122",Controller
13,14,Astra,1.04, 15.2  /  14.6  /  6.9 ,49.4%,3.2%,206,0.2%,"2,091",Controller
14,15,Fade,0.96, 14.5  /  15.1  /  6.6 ,47.2%,2.9%,199,0.1%,"1,878",Initiator
15,16,Phoenix,1.08, 17.2  /  15.9  /  4.7 ,45.5%,1.9%,238,0.1%,"1,238",Duelist
16,17,KAY/O,0.94, 14.7  /  15.6  /  9.7 ,45.8%,1.8%,208,0.1%,"1,179",Initiator
17,18,Neon,1.0, 16.5  /  16.5  /  4.4 ,47.2%,1.2%,232,0.1%,769,Duelist
18,19,Sova,1.02, 15.2  /  14.9  /  5.8 ,52.4%,1.1%,210,0.2%,741,Initiator
19,20,Viper,1.03, 14.7  /  14.3  /  5.5 ,52.3%,0.9%,209,0.2%,572,Controller
20,21,Yoru,1.0, 16.3  /  16.2  /  4.4 ,43.8%,0.8%,221,0.1%,502,Duelist
