,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Reyna,1.15, 17.6  /  15.3  /  4.3 ,51.3%,12.5%,250,0.2%,"2,605,794"
1,2,Sage,0.89, 13.1  /  14.7  /  6.6 ,50.8%,11.3%,186,0.1%,"2,369,001"
2,3,Jett,1.08, 16.8  /  15.6  /  3.7 ,50.0%,8.4%,239,0.2%,"1,750,677"
3,4,Chamber,1.07, 15.8  /  14.7  /  3.2 ,50.3%,8.4%,218,0.2%,"1,750,218"
4,5,Raze,1.03, 15.9  /  15.5  /  4.8 ,50.5%,6.2%,235,0.2%,"1,301,826"
5,6,Omen,0.96, 14.4  /  15  /  5.4 ,48.8%,5.9%,203,0.1%,"1,234,812"
6,7,Viper,0.95, 13.8  /  14.5  /  5.2 ,50.7%,5.5%,196,0.1%,"1,139,391"
7,8,Brimstone,0.94, 13.9  /  14.8  /  6.7 ,51.2%,5.4%,201,0.1%,"1,130,874"
8,9,Sova,0.95, 13.8  /  14.6  /  5.2 ,49.9%,5.1%,198,0.1%,"1,058,862"
9,10,Fade,0.92, 13.8  /  14.9  /  6.1 ,50.6%,5.0%,195,0.1%,"1,043,613"
10,11,Killjoy,0.96, 13.5  /  14.2  /  4 ,50.9%,4.1%,195,0.1%,"848,742"
11,12,Skye,0.91, 13.6  /  15  /  6.9 ,49.3%,3.7%,194,0.1%,"773,058"
12,13,Phoenix,1.08, 16.4  /  15.1  /  4.2 ,50.2%,3.6%,236,0.2%,"753,372"
13,14,KAY/O,0.89, 13.6  /  15.3  /  7.6 ,46.7%,3.3%,198,0.1%,"695,589"
14,15,Cypher,0.96, 13.8  /  14.4  /  4.5 ,49.5%,2.5%,193,0.1%,"526,269"
15,16,Neon,1, 15.8  /  15.9  /  4 ,49.8%,2.5%,227,0.2%,"521,322"
16,17,Breach,0.91, 14  /  15.3  /  5.9 ,48.7%,2.3%,200,0.1%,"471,597"
17,18,Yoru,0.97, 14.9  /  15.3  /  4.1 ,46.6%,1.9%,212,0.1%,"386,682"
18,19,Harbor,0.87, 13.3  /  15.3  /  4.7 ,45.3%,1.3%,189,0.1%,"275,961"
19,20,Astra,1, 14.5  /  14.4  /  5.3 ,49.7%,1.2%,201,0.1%,"242,352"
