,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.6  /  16.3  /  3.6 ,49.5%,14.3%,240,0.2%,"60,904",Duelist
1,2,Raze,1.04, 17.1  /  16.3  /  4.9 ,49.9%,12.5%,245,0.2%,"53,432",Duelist
2,3,Skye,0.97, 14.6  /  15.1  /  8.2 ,49.8%,12.3%,199,0.1%,"52,400",Initiator
3,4,Omen,1.01, 15.2  /  15  /  8.7 ,49.1%,12.0%,207,0.1%,"51,383",Controller
4,5,Sage,0.99, 14.9  /  15.1  /  7.4 ,51.9%,9.9%,204,0.1%,"42,252",Sentinel
5,6,Reyna,1.12, 17.7  /  15.8  /  4.2 ,50.2%,7.3%,242,0.2%,"31,207",Duelist
6,7,Cypher,1.02, 15  /  14.7  /  4.4 ,48.7%,5.8%,201,0.1%,"24,879",Sentinel
7,8,Astra,1.06, 15.5  /  14.7  /  7.5 ,49.7%,4.4%,210,0.1%,"18,907",Controller
8,9,Killjoy,1.04, 15.2  /  14.5  /  3.4 ,49.7%,4.2%,207,0.1%,"17,715",Sentinel
9,10,Deadlock,1.04, 15.8  /  15.1  /  3.9 ,49.0%,4.0%,222,0.1%,"17,168",Sentinel
10,11,Chamber,1.09, 16.6  /  15.2  /  2.7 ,48.5%,2.7%,221,0.2%,"11,515",Sentinel
11,12,Brimstone,1.01, 15  /  14.9  /  10.2 ,52.1%,2.3%,213,0.1%,"9,829",Controller
12,13,Breach,0.95, 14.5  /  15.2  /  7.9 ,47.9%,2.0%,198,0.1%,"8,429",Initiator
13,14,Phoenix,1.08, 17  /  15.7  /  4.8 ,51.3%,1.2%,236,0.2%,"5,087",Duelist
14,15,KAY/O,0.95, 14.7  /  15.6  /  9.4 ,45.6%,1.0%,208,0.1%,"4,451",Initiator
15,16,Yoru,1.03, 16.3  /  15.7  /  4.4 ,48.6%,0.8%,224,0.2%,"3,612",Duelist
16,17,Fade,0.98, 14.8  /  15.1  /  6.2 ,48.4%,0.8%,201,0.1%,"3,457",Initiator
17,18,Viper,1.06, 15.9  /  15.1  /  5.7 ,47.1%,0.8%,218,0.1%,"3,200",Controller
18,19,Gekko,0.96, 14.5  /  15.1  /  4.7 ,49.1%,0.7%,195,0.1%,"2,886",Initiator
19,20,Sova,1.0, 15.1  /  15  /  5.8 ,50.1%,0.4%,210,0.1%,"1,732",Initiator
20,21,Neon,0.98, 16.2  /  16.6  /  4.3 ,49.0%,0.4%,226,0.2%,"1,608",Duelist
21,22,Harbor,0.92, 14.1  /  15.2  /  6.8 ,43.1%,0.1%,196,429,,Controller
