,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.86, 12.3  /  14.4  /  6.8 ,49.5%,12.2%,179,0.1%,"793,965"
1,2,Reyna,1.13, 16.8  /  14.9  /  4.7 ,50.2%,11.6%,242,0.1%,"754,357"
2,3,Jett,1.06, 15.9  /  15.1  /  4.1 ,49.4%,7.0%,230,0.1%,"459,470"
3,4,Omen,0.94, 13.9  /  14.9  /  5.5 ,48.2%,6.4%,199,0.1%,"418,665"
4,5,Raze,0.99, 15  /  15.1  /  5 ,49.4%,6.2%,225,0.1%,"401,142"
5,6,Killjoy,0.95, 13.1  /  13.8  /  4.2 ,50.6%,5.6%,193,0.1%,"363,195"
6,7,Gekko,0.89, 13  /  14.6  /  5 ,50.2%,5.3%,187,0.1%,"344,183"
7,8,Viper,0.94, 13.5  /  14.3  /  5.6 ,49.5%,4.7%,196,0.1%,"304,651"
8,9,Skye,0.88, 12.9  /  14.6  /  7.6 ,49.0%,4.7%,189,0.1%,"304,561"
9,10,Brimstone,0.93, 13.6  /  14.5  /  7 ,50.2%,4.4%,199,0.1%,"283,882"
10,11,Phoenix,1.04, 15.4  /  14.8  /  4.7 ,49.0%,4.2%,224,0.1%,"273,776"
11,12,Fade,0.89, 13.1  /  14.8  /  6.3 ,49.0%,4.0%,190,0.1%,"261,003"
12,13,Sova,0.92, 13.3  /  14.4  /  5.3 ,48.3%,3.6%,194,0.1%,"233,524"
13,14,Cypher,0.95, 13.4  /  14.1  /  5 ,48.9%,3.3%,190,0.1%,"213,744"
14,15,Neon,0.96, 15  /  15.6  /  4.3 ,47.7%,3.2%,218,0.1%,"206,509"
15,16,Chamber,1.03, 14.7  /  14.3  /  3.5 ,48.2%,3.1%,207,0.1%,"202,131"
16,17,Yoru,0.95, 14.3  /  15.1  /  4.5 ,46.8%,3.1%,206,0.1%,"199,390"
17,18,KAY/O,0.86, 12.9  /  15  /  7.8 ,46.5%,2.9%,192,0.1%,"189,016"
18,19,Harbor,0.86, 12.7  /  14.8  /  5.8 ,47.7%,2.1%,183,0.1%,"134,187"
19,20,Breach,0.91, 13.6  /  15  /  5.8 ,48.5%,1.6%,198,0.1%,"103,824"
20,21,Astra,1, 14  /  14  /  5.5 ,50.2%,1.2%,199,0.1%,"77,313"
