,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.11, 18.1  /  16.3  /  3.5 ,50.3%,17.3%,244,0.1%,"20,061",Duelist
1,2,Omen,1.03, 15.7  /  15.2  /  8.7 ,49.7%,14.7%,210,0.1%,"17,029",Controller
2,3,Killjoy,1.1, 16.1  /  14.6  /  3.3 ,50.5%,12.7%,214,0.1%,"14,737",Sentinel
3,4,Skye,1.0, 15.1  /  15.2  /  9.2 ,50.4%,11.0%,203,0.1%,"12,746",Initiator
4,5,Raze,1.08, 17.5  /  16.2  /  4.7 ,51.5%,10.8%,247,0.1%,"12,490",Duelist
5,6,Chamber,1.12, 17.2  /  15.3  /  2.4 ,46.7%,5.9%,224,0.1%,"6,809",Sentinel
6,7,Reyna,1.16, 18.3  /  15.8  /  4.5 ,51.5%,5.3%,246,0.1%,"6,124",Duelist
7,8,Gekko,1.0, 15  /  15.1  /  5 ,50.6%,5.0%,198,0.1%,"5,800",Initiator
8,9,Breach,0.96, 14.8  /  15.4  /  8.2 ,47.2%,4.5%,200,0.1%,"5,153",Initiator
9,10,Viper,1.12, 16.6  /  14.8  /  6 ,51.6%,2.7%,225,0.1%,"3,124",Controller
10,11,Fade,1.06, 15.7  /  14.9  /  7.9 ,53.1%,1.6%,212,0.1%,"1,813",Initiator
11,12,Harbor,0.99, 15.2  /  15.3  /  6.8 ,48.5%,1.4%,201,0.1%,"1,595",Controller
12,13,Astra,1.06, 15.9  /  15  /  7.5 ,47.8%,1.2%,210,0.1%,"1,427",Controller
13,14,Cypher,1.09, 16.2  /  14.9  /  4.5 ,47.0%,1.2%,214,0.1%,"1,368",Sentinel
14,15,Neon,1.02, 16.9  /  16.6  /  4.4 ,48.1%,1.0%,233,0.1%,"1,215",Duelist
15,16,Yoru,1.06, 17.1  /  16  /  4.9 ,54.8%,0.9%,232,0.1%,"1,096",Duelist
16,17,Sova,1.11, 16.4  /  14.8  /  6.6 ,48.5%,0.9%,223,0.1%,"1,065",Initiator
17,18,Phoenix,1.13, 17.8  /  15.8  /  5 ,48.0%,0.8%,243,0.1%,960,Duelist
18,19,Sage,0.97, 14.7  /  15.2  /  6.9 ,49.9%,0.6%,201,0.1%,709,Sentinel
19,20,KAY/O,0.99, 15.8  /  15.9  /  11.4 ,51.9%,0.4%,218,0.1%,457,Initiator
20,21,Brimstone,0.89, 14.9  /  16.7  /  10.9 ,55.6%,0.0%,214,0.1%,9,Controller
