,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.4  /  16.1  /  3.8 ,48.7%,13.7%,238,0.1%,"20,038"
1,2,Killjoy,1.02, 14.6  /  14.3  /  3.9 ,50.0%,10.7%,202,0.2%,"15,663"
2,3,Omen,0.99, 15.1  /  15.2  /  8.7 ,48.9%,10.5%,207,0.1%,"15,413"
3,4,Reyna,1.12, 17.8  /  16  /  4.6 ,50.4%,9.8%,243,0.1%,"14,380"
4,5,Sova,1.03, 15.1  /  14.6  /  6.2 ,50.0%,9.2%,210,0.2%,"13,521"
5,6,Gekko,0.96, 14.5  /  15.2  /  5.2 ,48.4%,6.5%,197,0.1%,"9,565"
6,7,Sage,0.96, 14.4  /  14.9  /  7.3 ,52.6%,5.8%,198,0.1%,"8,496"
7,8,Brimstone,0.97, 14.7  /  15.1  /  10 ,51.9%,5.6%,208,0.1%,"8,154"
8,9,Raze,1.02, 16.5  /  16.1  /  5.1 ,49.9%,4.9%,236,0.1%,"7,144"
9,10,KAY/O,0.91, 14.4  /  15.8  /  9.3 ,44.7%,3.8%,203,0.1%,"5,583"
10,11,Cypher,1.02, 14.9  /  14.6  /  5.2 ,49.9%,3.2%,201,0.2%,"4,678"
11,12,Phoenix,1.12, 17.7  /  15.8  /  5 ,51.6%,3.1%,245,0.1%,"4,582"
12,13,Fade,0.96, 14.5  /  15.1  /  6.8 ,49.5%,2.8%,199,0.1%,"4,105"
13,14,Astra,1.05, 15.5  /  14.8  /  7.8 ,51.1%,2.5%,210,0.2%,"3,689"
14,15,Skye,0.94, 14.6  /  15.5  /  7.8 ,48.1%,2.4%,201,0.1%,"3,536"
15,16,Chamber,1.1, 16.6  /  15.2  /  2.9 ,48.4%,1.9%,221,0.1%,"2,775"
16,17,Breach,0.93, 14.4  /  15.5  /  7.2 ,46.2%,1.1%,201,0.1%,"1,550"
17,18,Yoru,1.04, 16.6  /  15.9  /  4.7 ,45.8%,0.8%,227,0.1%,"1,237"
18,19,Viper,0.94, 14.2  /  15.1  /  6.2 ,45.4%,0.7%,199,0.1%,"1,063"
19,20,Neon,0.99, 16.5  /  16.5  /  4.1 ,48.8%,0.7%,228,0.1%,961
20,21,Harbor,0.87, 13.7  /  15.8  /  6.9 ,48.9%,0.4%,190,0.1%,526
