,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.19, 18  /  15.2  /  4.5 ,50.9%,12.0%,254,0.1%,"1,090,328"
1,2,Sage,0.91, 13.3  /  14.6  /  7 ,50.1%,10.1%,189,0.1%,"918,717"
2,3,Omen,0.98, 14.7  /  15  /  6.1 ,49.1%,8.6%,207,0.1%,"780,669"
3,4,Jett,1.12, 17.2  /  15.4  /  3.9 ,50.3%,8.2%,244,0.1%,"742,594"
4,5,Raze,1.06, 16.4  /  15.4  /  5.1 ,50.5%,7.6%,243,0.1%,"686,111"
5,6,Killjoy,0.99, 13.9  /  14.1  /  3.9 ,50.3%,6.3%,199,0.1%,"573,124"
6,7,Skye,0.93, 13.7  /  14.8  /  7.8 ,49.2%,5.5%,196,0.1%,"501,319"
7,8,Gekko,0.93, 13.9  /  14.9  /  4.8 ,50.2%,5.4%,194,0.1%,"487,477"
8,9,Brimstone,0.97, 14.3  /  14.7  /  7.5 ,50.3%,4.7%,207,0.1%,"425,446"
9,10,Phoenix,1.11, 16.7  /  15  /  4.6 ,50.2%,3.6%,238,0.1%,"328,962"
10,11,Chamber,1.09, 15.8  /  14.6  /  3.2 ,49.4%,3.6%,219,0.1%,"322,533"
11,12,Breach,0.94, 14.3  /  15.2  /  6.3 ,49.4%,3.2%,203,0.1%,"287,486"
12,13,Fade,0.92, 13.8  /  14.9  /  6.2 ,49.0%,2.9%,196,0.1%,"262,007"
13,14,Viper,0.98, 14.4  /  14.6  /  5.5 ,49.5%,2.8%,205,0.1%,"258,323"
14,15,Sova,0.96, 14.1  /  14.7  /  5.4 ,48.7%,2.8%,203,0.1%,"253,353"
15,16,Cypher,0.99, 14.2  /  14.4  /  4.8 ,48.6%,2.7%,198,0.1%,"244,363"
16,17,KAY/O,0.9, 13.7  /  15.3  /  8.5 ,46.0%,2.7%,200,0.1%,"242,230"
17,18,Neon,1.01, 16.1  /  15.9  /  4.3 ,48.1%,2.6%,230,0.1%,"236,597"
18,19,Yoru,0.99, 15.1  /  15.4  /  4.4 ,46.2%,1.9%,214,0.1%,"170,190"
19,20,Harbor,0.91, 13.7  /  15.1  /  5.8 ,47.1%,1.7%,194,0.1%,"158,303"
20,21,Astra,1.04, 14.9  /  14.4  /  5.5 ,49.8%,1.2%,208,0.1%,"112,148"
