,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.14, 17.7  /  15.6  /  3.8 ,50.3%,14.9%,248,0.2%,"2,076,006"
1,2,Reyna,1.15, 17.8  /  15.5  /  4.1 ,51.1%,14.8%,250,0.2%,"2,051,526"
2,3,Sage,0.96, 14  /  14.6  /  5.2 ,51.7%,13.5%,193,0.1%,"1,879,095"
3,4,Omen,0.98, 14.8  /  15.1  /  5.4 ,49.5%,8.5%,204,0.1%,"1,182,537"
4,5,Sova,1.01, 14.5  /  14.4  /  6 ,51.5%,7.1%,207,0.1%,"979,914"
5,6,Raze,1.05, 16.5  /  15.7  /  4.9 ,50.8%,6.8%,241,0.2%,"949,926"
6,7,Killjoy,1, 14.2  /  14.2  /  4 ,51.7%,6.2%,203,0.1%,"855,117"
7,8,Viper,1, 14.5  /  14.5  /  5.3 ,50.6%,4.9%,201,0.1%,"682,686"
8,9,Skye,0.98, 14.7  /  15.1  /  4.7 ,49.7%,4.7%,205,0.1%,"647,700"
9,10,Brimstone,0.97, 14.4  /  14.9  /  6.7 ,49.6%,4.1%,203,0.1%,"571,914"
10,11,Cypher,0.98, 14.3  /  14.6  /  4.2 ,49.5%,3.6%,197,0.1%,"502,350"
11,12,Phoenix,1.06, 16.4  /  15.4  /  4 ,50.1%,3.4%,233,0.2%,"474,759"
12,13,KAY/O,0.91, 14  /  15.4  /  7.2 ,45.5%,3.4%,199,0.1%,"469,557"
13,14,Astra,1.01, 14.8  /  14.6  /  5.1 ,50.3%,1.4%,203,0.1%,"197,778"
14,15,Breach,0.95, 14.5  /  15.3  /  5.3 ,48.8%,1.4%,203,0.1%,"190,434"
15,16,Yoru,0.99, 15.4  /  15.6  /  3.4 ,44.2%,1.3%,216,0.2%,"176,001"
