,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Brimstone,1.01, 15.1  /  14.9  /  9.6 ,50.3%,13.8%,209,0.2%,"9,091"
1,2,Jett,1.1, 17.6  /  16  /  3.6 ,50.3%,13.5%,241,0.1%,"8,860"
2,3,Breach,0.94, 14.6  /  15.5  /  7.6 ,48.4%,12.0%,198,0.1%,"7,888"
3,4,Reyna,1.13, 17.9  /  15.8  /  4.4 ,51.3%,8.7%,242,0.1%,"5,739"
4,5,Killjoy,1.04, 15.1  /  14.5  /  3.7 ,49.0%,8.6%,205,0.2%,"5,633"
5,6,Raze,1.06, 16.9  /  16  /  4.7 ,50.8%,7.9%,240,0.1%,"5,195"
6,7,Gekko,0.98, 14.7  /  15  /  5.2 ,50.7%,6.8%,196,0.2%,"4,483"
7,8,Cypher,1.02, 15.2  /  14.9  /  4.8 ,47.8%,5.8%,204,0.1%,"3,805"
8,9,Sage,0.97, 14.4  /  14.8  /  7 ,52.4%,3.8%,196,0.1%,"2,477"
9,10,Viper,0.98, 14.9  /  15.2  /  5.9 ,48.3%,3.1%,204,0.1%,"2,038"
10,11,Fade,0.99, 14.8  /  15  /  6.5 ,50.6%,3.1%,203,0.1%,"2,024"
11,12,Neon,0.98, 16.5  /  16.8  /  4.5 ,45.2%,2.5%,227,0.1%,"1,672"
12,13,KAY/O,0.94, 14.7  /  15.7  /  9.5 ,46.2%,2.2%,206,0.1%,"1,432"
13,14,Chamber,1.12, 16.8  /  15  /  2.8 ,50.7%,2.0%,222,0.1%,"1,332"
14,15,Phoenix,1.09, 17.2  /  15.7  /  4.6 ,48.0%,1.3%,232,0.1%,839
15,16,Skye,0.95, 14.6  /  15.5  /  7.4 ,46.4%,1.2%,202,0.1%,785
16,17,Omen,1.01, 15.3  /  15.1  /  7.3 ,47.0%,1.1%,208,0.2%,698
17,18,Astra,1.02, 15.3  /  15  /  6.8 ,45.6%,0.9%,209,0.1%,599
18,19,Yoru,1.09, 17  /  15.6  /  4.7 ,51.4%,0.8%,230,0.1%,541
19,20,Harbor,0.94, 14.4  /  15.2  /  6.1 ,42.5%,0.6%,198,0.1%,381
20,21,Sova,1, 14.9  /  15  /  5.3 ,43.2%,0.3%,207,0.1%,185
