,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.87, 12.6  /  14.5  /  6.7 ,49.8%,11.8%,182,0.1%,"771,083",Sentinel
1,2,Reyna,1.12, 16.8  /  15  /  4.6 ,50.3%,11.5%,241,0.1%,"747,444",Duelist
2,3,Omen,0.94, 14  /  14.8  /  5.6 ,48.8%,8.0%,200,0.1%,"520,337",Controller
3,4,Raze,1.0, 15.2  /  15.2  /  5.2 ,50.1%,7.4%,230,0.1%,"482,632",Duelist
4,5,Jett,1.05, 16  /  15.2  /  4 ,49.8%,6.7%,230,0.1%,"438,023",Duelist
5,6,Killjoy,0.95, 13.3  /  14  /  4 ,50.4%,5.7%,193,0.1%,"370,062",Sentinel
6,7,Gekko,0.89, 13.1  /  14.8  /  4.8 ,49.6%,5.5%,187,0.1%,"356,319",Initiator
7,8,Skye,0.89, 13  /  14.7  /  7.6 ,49.0%,5.2%,189,0.1%,"336,805",Initiator
8,9,Brimstone,0.93, 13.7  /  14.6  /  7 ,49.7%,4.4%,201,0.1%,"285,296",Controller
9,10,Phoenix,1.04, 15.4  /  14.8  /  4.6 ,49.1%,4.1%,223,0.1%,"269,168",Duelist
10,11,Fade,0.88, 13  /  14.9  /  6.2 ,48.3%,3.4%,189,0.1%,"224,189",Initiator
11,12,Sova,0.91, 13.3  /  14.6  /  5.3 ,48.1%,3.4%,194,0.1%,"223,736",Initiator
12,13,Neon,0.96, 15  /  15.6  /  4.3 ,47.9%,3.3%,218,0.1%,"214,503",Duelist
13,14,Viper,0.93, 13.5  /  14.5  /  5.4 ,48.5%,3.2%,196,0.1%,"207,325",Controller
14,15,KAY/O,0.86, 13  /  15.1  /  8.3 ,46.4%,2.9%,193,0.1%,"191,310",Initiator
15,16,Chamber,1.03, 14.8  /  14.5  /  3.4 ,48.9%,2.9%,209,0.1%,"189,937",Sentinel
16,17,Yoru,0.93, 14.1  /  15.2  /  4.5 ,46.0%,2.9%,204,0.1%,"186,721",Duelist
17,18,Cypher,0.95, 13.5  /  14.2  /  4.8 ,48.3%,2.7%,192,0.1%,"177,607",Sentinel
18,19,Breach,0.91, 13.7  /  15.1  /  6 ,49.1%,2.4%,198,0.1%,"158,507",Initiator
19,20,Harbor,0.87, 13  /  15  /  5.6 ,47.3%,1.6%,188,0.1%,"102,617",Controller
20,21,Astra,0.99, 14.1  /  14.3  /  5.2 ,49.6%,0.9%,200,0.1%,"58,803",Controller
