,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.84, 12.1  /  14.4  /  6.7 ,50.0%,13.1%,176,0.1%,"29,547",Sentinel
1,2,Reyna,1.09, 16.3  /  14.9  /  4.7 ,50.6%,11.1%,235,0.1%,"24,935",Duelist
2,3,Raze,0.98, 14.7  /  15.1  /  5 ,49.9%,7.3%,224,0.1%,"16,550",Duelist
3,4,Omen,0.92, 13.6  /  14.8  /  5.3 ,48.6%,6.7%,197,0.1%,"15,186",Controller
4,5,Killjoy,0.92, 12.8  /  14  /  4.2 ,50.4%,6.5%,189,0.2%,"14,671",Sentinel
5,6,Jett,1.01, 15.2  /  15.1  /  4 ,49.2%,6.1%,221,0.1%,"13,857",Duelist
6,7,Skye,0.86, 12.6  /  14.7  /  7.5 ,49.4%,5.1%,186,0.1%,"11,506",Initiator
7,8,Fade,0.85, 12.6  /  14.9  /  6.1 ,48.8%,4.9%,184,0.1%,"11,074",Initiator
8,9,Phoenix,1.01, 14.9  /  14.8  /  4.6 ,48.4%,4.3%,219,0.1%,"9,619",Duelist
9,10,Sova,0.89, 13  /  14.7  /  5.2 ,49.0%,4.1%,191,0.1%,"9,259",Initiator
10,11,KAY/O,0.83, 12.6  /  15.1  /  8.4 ,46.7%,4.0%,188,0.1%,"9,114",Initiator
11,12,Brimstone,0.9, 13.2  /  14.7  /  6.6 ,49.8%,4.0%,195,0.1%,"9,050",Controller
12,13,Viper,0.9, 13.1  /  14.6  /  5.3 ,48.0%,3.9%,192,0.1%,"8,741",Controller
13,14,Neon,0.94, 14.5  /  15.4  /  4.3 ,48.0%,3.9%,213,0.1%,"8,702",Duelist
14,15,Yoru,0.91, 13.7  /  15.1  /  4.3 ,44.9%,3.6%,199,0.1%,"8,154",Duelist
15,16,Cypher,0.92, 13  /  14.2  /  4.8 ,47.5%,3.1%,186,0.2%,"6,880",Sentinel
16,17,Breach,0.9, 13.6  /  15  /  5.9 ,50.0%,2.8%,196,0.1%,"6,359",Initiator
17,18,Chamber,0.98, 14.3  /  14.6  /  3.5 ,47.6%,2.6%,205,0.1%,"5,886",Sentinel
18,19,Harbor,0.82, 12.4  /  15.1  /  5.4 ,44.7%,1.9%,180,0.1%,"4,193",Controller
19,20,Astra,0.97, 13.8  /  14.3  /  5 ,51.4%,1.0%,198,0.1%,"2,261",Controller
