,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.09, 17.4  /  16  /  3.6 ,49.3%,11.4%,239,0.2%,"243,444",Duelist
1,2,Omen,0.98, 14.8  /  15.1  /  7.5 ,49.1%,10.5%,203,0.1%,"224,630",Controller
2,3,Reyna,1.14, 17.7  /  15.6  /  4.3 ,49.8%,10.1%,243,0.2%,"216,100",Duelist
3,4,Raze,1.06, 16.9  /  15.9  /  4.8 ,50.1%,9.0%,243,0.2%,"191,088",Duelist
4,5,Skye,0.94, 14.1  /  15  /  8.1 ,49.6%,6.9%,196,0.1%,"146,630",Initiator
5,6,Killjoy,1.02, 14.6  /  14.3  /  3.6 ,50.8%,6.2%,200,0.1%,"131,210",Sentinel
6,7,Chamber,1.11, 16.5  /  14.9  /  2.8 ,49.4%,5.8%,221,0.2%,"123,892",Sentinel
7,8,Breach,0.94, 14.3  /  15.3  /  7.2 ,48.9%,4.8%,198,0.1%,"102,533",Initiator
8,9,Deadlock,1.0, 15.1  /  15  /  3.8 ,49.4%,4.7%,214,0.1%,"100,101",Sentinel
9,10,Gekko,0.94, 14.1  /  15.1  /  4.8 ,50.1%,4.6%,191,0.1%,"97,684",Initiator
10,11,Sage,0.92, 13.8  /  15  /  7 ,50.3%,4.4%,190,0.1%,"94,478",Sentinel
11,12,Brimstone,0.97, 14.5  /  14.9  /  8.9 ,51.0%,3.7%,205,0.1%,"78,246",Controller
12,13,Phoenix,1.11, 17.2  /  15.5  /  4.6 ,50.7%,2.5%,239,0.2%,"53,680",Duelist
13,14,Cypher,1.0, 14.7  /  14.6  /  4.6 ,48.8%,2.4%,199,0.1%,"51,571",Sentinel
14,15,Astra,1.03, 15.1  /  14.6  /  6.5 ,50.2%,2.2%,205,0.1%,"46,614",Controller
15,16,Fade,0.95, 14.3  /  15.1  /  6.5 ,49.0%,2.2%,197,0.1%,"46,222",Initiator
16,17,Viper,1.01, 14.9  /  14.8  /  5.8 ,49.0%,1.7%,206,0.1%,"35,295",Controller
17,18,Harbor,0.93, 14.1  /  15.2  /  6.2 ,46.9%,1.6%,193,0.1%,"34,103",Controller
18,19,KAY/O,0.91, 14.2  /  15.6  /  9.2 ,44.8%,1.5%,202,0.1%,"32,395",Initiator
19,20,Sova,0.98, 14.6  /  14.9  /  5.6 ,48.3%,1.4%,204,0.1%,"30,434",Initiator
20,21,Neon,0.99, 16.3  /  16.4  /  4.3 ,47.2%,1.4%,227,0.2%,"29,602",Duelist
21,22,Yoru,1.0, 15.8  /  15.7  /  4.3 ,46.8%,1.1%,218,0.2%,"23,398",Duelist
