,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.07, 17.2  /  16  /  3.8 ,48.8%,10.7%,238,0.2%,"258,515",Duelist
1,2,Omen,0.99, 15  /  15.1  /  7.4 ,48.9%,10.5%,206,0.1%,"254,361",Controller
2,3,Sage,0.94, 14  /  14.9  /  7.4 ,51.2%,10.2%,195,0.1%,"245,782",Sentinel
3,4,Reyna,1.13, 17.6  /  15.6  /  4.4 ,49.9%,9.9%,244,0.2%,"239,926",Duelist
4,5,Raze,1.05, 16.8  /  16  /  4.9 ,49.9%,9.4%,243,0.2%,"227,076",Duelist
5,6,Skye,0.95, 14.3  /  15  /  7.9 ,49.7%,8.2%,198,0.1%,"198,862",Initiator
6,7,Cypher,1.01, 14.7  /  14.6  /  4.7 ,48.7%,5.0%,200,0.1%,"119,937",Sentinel
7,8,Deadlock,1.0, 15  /  15.1  /  3.9 ,48.5%,4.7%,218,0.1%,"112,320",Sentinel
8,9,Killjoy,1.0, 14.5  /  14.5  /  3.7 ,49.2%,4.6%,201,0.1%,"110,305",Sentinel
9,10,Brimstone,0.97, 14.5  /  15  /  9 ,50.7%,4.3%,207,0.1%,"102,964",Controller
10,11,Astra,1.04, 15.3  /  14.7  /  6.8 ,49.6%,3.0%,209,0.1%,"71,859",Controller
11,12,Chamber,1.07, 16.2  /  15.1  /  3 ,47.6%,2.9%,219,0.2%,"69,397",Sentinel
12,13,Breach,0.94, 14.4  /  15.4  /  6.9 ,48.2%,2.5%,200,0.1%,"61,539",Initiator
13,14,Phoenix,1.09, 16.9  /  15.6  /  4.7 ,50.0%,2.5%,237,0.2%,"61,496",Duelist
14,15,Gekko,0.93, 14.1  /  15.2  /  4.7 ,48.6%,2.1%,193,0.1%,"51,095",Initiator
15,16,KAY/O,0.91, 14.2  /  15.6  /  8.7 ,45.2%,2.1%,202,0.1%,"49,870",Initiator
16,17,Fade,0.95, 14.3  /  15.1  /  6.1 ,48.4%,1.8%,197,0.1%,"42,865",Initiator
17,18,Sova,0.98, 14.5  /  14.9  /  5.4 ,48.3%,1.7%,204,0.1%,"40,981",Initiator
18,19,Viper,1.0, 14.8  /  14.8  /  5.6 ,48.6%,1.7%,206,0.1%,"40,556",Controller
19,20,Yoru,1.02, 15.9  /  15.6  /  4.4 ,46.4%,1.1%,219,0.2%,"26,878",Duelist
20,21,Neon,0.97, 15.9  /  16.3  /  4.2 ,47.3%,0.9%,223,0.2%,"21,429",Duelist
21,22,Harbor,0.92, 14  /  15.3  /  5.9 ,44.9%,0.3%,194,0.1%,"6,867",Controller
