,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.11, 16.4  /  14.8  /  3.3 ,37.5%,20.4%,235,0.1%,64.0,Duelist
1,2,Killjoy,0.93, 14.9  /  15.9  /  3.4 ,50.0%,12.1%,201,0.1%,38.0,Sentinel
2,3,Astra,1.4, 17.4  /  12.4  /  5.8 ,82.4%,10.8%,241,0.1%,34.0,Controller
3,4,Gekko,1.02, 14  /  13.8  /  6.3 ,59.4%,10.2%,197,0.1%,32.0,Initiator
4,5,Fade,1.18, 19.6  /  16.6  /  6.6 ,66.7%,6.7%,235,0.2%,21.0,Initiator
5,6,Reyna,0.99, 15.9  /  16.1  /  2.3 ,31.6%,6.1%,236,0.1%,19.0,Duelist
6,7,Viper,0.9, 15.7  /  17.3  /  7.5 ,33.3%,5.7%,200,0.2%,18.0,Controller
7,8,Yoru,0.94, 14.5  /  15.5  /  5.2 ,66.7%,5.7%,212,0.1%,18.0,Duelist
8,9,Skye,1.21, 17.2  /  14.2  /  11.2 ,100.0%,4.8%,215,0.2%,15.0,Initiator
9,10,Harbor,0.88, 13.6  /  15.4  /  7.2 ,40.0%,4.8%,192,0.1%,15.0,Controller
10,11,Cypher,0.88, 15.3  /  17.3  /  4.5 ,75.0%,3.8%,204,0.2%,12.0,Sentinel
11,12,Phoenix,1.44, 20.3  /  14.1  /  4.9 ,60.0%,3.2%,302,0.1%,10.0,Duelist
12,13,Raze,0.89, 14.9  /  16.7  /  4.7 ,85.7%,2.2%,205,0.1%,7.0,Duelist
13,14,Sage,0.61, 10  /  16.5  /  6 ,0.0%,1.9%,164,0.1%,6.0,Sentinel
14,15,Omen,1.64, 23  /  14  /  8 ,100.0%,1.0%,266,0.3%,3.0,Controller
15,16,Sova,0.71, 10  /  14  /  3 ,0.0%,0.3%,157,0.2%,1.0,Initiator
16,17,Chamber,0.37, 7  /  19  /  4 ,0.0%,0.3%,124,1,,Sentinel
