,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.4  /  16.1  /  3.5 ,49.2%,18.9%,235,0.1%,"130,777"
1,2,Omen,0.98, 14.8  /  15.1  /  9 ,49.4%,14.5%,201,0.1%,"100,148"
2,3,Sova,1.01, 14.9  /  14.7  /  5.9 ,49.6%,12.9%,205,0.1%,"89,307"
3,4,Killjoy,1.05, 15.4  /  14.7  /  3.4 ,49.8%,9.8%,207,0.1%,"68,188"
4,5,Reyna,1.11, 17.6  /  15.9  /  4.4 ,49.5%,9.2%,239,0.1%,"64,019"
5,6,Skye,0.95, 14.6  /  15.3  /  7.9 ,49.1%,4.9%,199,0.1%,"34,159"
6,7,Cypher,1.03, 15.2  /  14.8  /  4.6 ,49.0%,4.9%,203,0.1%,"33,635"
7,8,Phoenix,1.09, 17.2  /  15.8  /  4.9 ,51.0%,3.7%,236,0.1%,"25,962"
8,9,Raze,1.03, 16.6  /  16.1  /  4.6 ,50.0%,3.7%,235,0.1%,"25,601"
9,10,Chamber,1.08, 16.5  /  15.3  /  2.7 ,47.5%,3.1%,218,0.1%,"21,487"
10,11,Breach,0.95, 14.6  /  15.4  /  8.2 ,47.3%,2.7%,199,0.1%,"18,355"
11,12,Brimstone,0.98, 14.6  /  14.9  /  10.2 ,52.0%,2.5%,206,0.1%,"17,167"
12,13,Sage,0.98, 14.7  /  15.1  /  7.1 ,51.1%,2.5%,201,0.1%,"17,017"
13,14,Astra,1.03, 15.1  /  14.7  /  7.5 ,49.3%,1.9%,202,0.1%,"13,072"
14,15,Fade,0.97, 14.6  /  15.1  /  7 ,48.0%,1.4%,200,0.1%,"9,599"
15,16,Gekko,0.96, 14.6  /  15.2  /  5.2 ,48.6%,0.9%,198,0.1%,"6,563"
16,17,KAY/O,0.93, 14.7  /  15.7  /  10.2 ,44.9%,0.9%,207,0.1%,"6,181"
17,18,Yoru,1.01, 16  /  15.8  /  4.8 ,48.8%,0.8%,219,0.1%,"5,698"
18,19,Neon,0.96, 15.8  /  16.5  /  4.2 ,49.3%,0.5%,219,0.1%,"3,377"
19,20,Viper,1.03, 15.2  /  14.8  /  6.3 ,48.5%,0.2%,209,0.1%,"1,135"
20,21,Harbor,0.93, 14.7  /  15.8  /  6.8 ,43.9%,0.2%,198,0.1%,"1,074"
