,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.17, 17.7  /  15.1  /  4.5 ,50.3%,12.4%,252,0.1%,"43,929",Duelist
1,2,Sage,0.89, 13  /  14.6  /  6.8 ,50.0%,11.2%,186,0.1%,"39,674",Sentinel
2,3,Jett,1.1, 16.8  /  15.3  /  3.9 ,49.5%,7.7%,240,0.1%,"27,191",Duelist
3,4,Omen,0.97, 14.5  /  15  /  5.8 ,49.2%,7.2%,205,0.1%,"25,675",Controller
4,5,Raze,1.05, 16  /  15.3  /  5 ,50.4%,7.1%,239,0.1%,"25,145",Duelist
5,6,Killjoy,0.97, 13.7  /  14.1  /  3.9 ,50.3%,6.6%,197,0.2%,"23,474",Sentinel
6,7,Skye,0.92, 13.6  /  14.8  /  7.6 ,49.6%,5.2%,196,0.1%,"18,565",Initiator
7,8,Brimstone,0.95, 14  /  14.8  /  7.1 ,48.9%,4.6%,205,0.1%,"16,331",Controller
8,9,Fade,0.92, 13.7  /  14.9  /  6.1 ,49.1%,4.5%,196,0.1%,"15,949",Initiator
9,10,Phoenix,1.11, 16.6  /  14.9  /  4.5 ,51.1%,4.1%,238,0.1%,"14,736",Duelist
10,11,KAY/O,0.89, 13.6  /  15.3  /  8.5 ,46.1%,4.0%,199,0.1%,"14,280",Initiator
11,12,Breach,0.94, 14.2  /  15.1  /  6.2 ,49.7%,3.7%,204,0.1%,"13,172",Initiator
12,13,Sova,0.96, 14.1  /  14.7  /  5.3 ,48.9%,3.5%,203,0.1%,"12,362",Initiator
13,14,Neon,1.0, 15.8  /  15.8  /  4.3 ,47.9%,3.2%,228,0.1%,"11,372",Duelist
14,15,Viper,0.96, 13.9  /  14.5  /  5.3 ,49.3%,3.2%,201,0.1%,"11,239",Controller
15,16,Cypher,0.98, 14  /  14.4  /  4.8 ,49.3%,3.1%,197,0.1%,"11,076",Sentinel
16,17,Chamber,1.07, 15.6  /  14.6  /  3.3 ,49.9%,3.0%,217,0.1%,"10,832",Sentinel
17,18,Yoru,0.98, 15  /  15.3  /  4.3 ,45.9%,2.2%,214,0.1%,"7,978",Duelist
18,19,Harbor,0.89, 13.5  /  15.1  /  5.5 ,46.5%,2.1%,192,0.1%,"7,415",Controller
19,20,Astra,1.04, 14.7  /  14.2  /  5.4 ,51.4%,1.4%,207,0.2%,"5,009",Controller
