,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.16, 18.1  /  15.6  /  4.5 ,50.3%,12.2%,252,0.1%,"35,305",Duelist
1,2,Jett,1.11, 17.5  /  15.7  /  3.8 ,49.9%,11.5%,244,0.1%,"33,392",Duelist
2,3,Sage,0.92, 13.7  /  14.9  /  7.1 ,50.7%,10.0%,191,0.1%,"29,076",Sentinel
3,4,Omen,0.99, 15  /  15.1  /  7 ,48.7%,10.0%,208,0.1%,"28,954",Controller
4,5,Killjoy,1.0, 14.3  /  14.3  /  3.8 ,50.6%,6.7%,201,0.2%,"19,363",Sentinel
5,6,Sova,1.01, 14.8  /  14.6  /  5.5 ,50.4%,6.2%,208,0.1%,"18,123",Initiator
6,7,Brimstone,0.97, 14.4  /  14.8  /  8.3 ,51.8%,5.8%,206,0.1%,"16,958",Controller
7,8,Raze,1.05, 16.6  /  15.8  /  4.7 ,49.2%,5.8%,240,0.1%,"16,891",Duelist
8,9,Skye,0.95, 14.4  /  15.1  /  7.4 ,49.2%,4.3%,202,0.1%,"12,565",Initiator
9,10,Phoenix,1.14, 17.5  /  15.4  /  4.6 ,51.1%,4.1%,246,0.1%,"11,823",Duelist
10,11,Fade,0.95, 14.4  /  15.1  /  6.4 ,48.6%,3.8%,201,0.1%,"10,939",Initiator
11,12,Cypher,1.02, 14.7  /  14.4  /  4.8 ,50.0%,3.7%,203,0.2%,"10,881",Sentinel
12,13,KAY/O,0.93, 14.3  /  15.4  /  8.8 ,46.0%,3.1%,207,0.1%,"8,970",Initiator
13,14,Breach,0.96, 14.7  /  15.3  /  6.5 ,49.3%,3.0%,206,0.1%,"8,804",Initiator
14,15,Chamber,1.08, 16.2  /  14.9  /  3 ,49.1%,2.9%,220,0.1%,"8,284",Sentinel
15,16,Astra,1.03, 15.1  /  14.7  /  6.3 ,49.4%,1.8%,208,0.1%,"5,083",Controller
16,17,Neon,1.0, 16.4  /  16.4  /  4.2 ,47.1%,1.7%,230,0.1%,"4,815",Duelist
17,18,Viper,0.97, 14.3  /  14.7  /  5.6 ,49.5%,1.4%,202,0.2%,"4,138",Controller
18,19,Yoru,1.01, 15.7  /  15.6  /  4.4 ,48.9%,1.3%,220,0.1%,"3,882",Duelist
19,20,Harbor,0.9, 13.9  /  15.4  /  6 ,42.6%,0.7%,195,0.1%,"1,942",Controller
