,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.07, 17.8  /  16.6  /  3.8 ,49.5%,17.8%,245,0.1%,"14,140"
1,2,Viper,1.03, 15.4  /  15  /  6 ,49.8%,17.0%,210,0.2%,"13,494"
2,3,Sova,1, 14.9  /  15  /  5.6 ,49.2%,14.4%,205,0.1%,"11,421"
3,4,Reyna,1.11, 18  /  16.2  /  4.1 ,50.6%,11.3%,247,0.1%,"8,956"
4,5,Sage,0.94, 14.2  /  15.2  /  7.1 ,50.6%,10.1%,193,0.1%,"8,021"
5,6,Killjoy,1.05, 15.4  /  14.6  /  3.3 ,49.6%,8.5%,207,0.2%,"6,780"
6,7,Gekko,0.96, 14.7  /  15.4  /  5 ,50.7%,6.5%,196,0.1%,"5,131"
7,8,Raze,1.02, 16.8  /  16.5  /  4.6 ,49.2%,4.3%,238,0.1%,"3,398"
8,9,KAY/O,0.95, 15.2  /  16.1  /  9.7 ,45.7%,1.8%,210,0.1%,"1,432"
9,10,Chamber,1.11, 16.9  /  15.3  /  2.6 ,48.0%,1.7%,222,0.1%,"1,326"
10,11,Harbor,0.92, 14.3  /  15.5  /  6.2 ,43.1%,1.6%,194,0.1%,"1,281"
11,12,Omen,1.01, 15.5  /  15.4  /  6.4 ,50.4%,0.9%,213,0.1%,718
12,13,Skye,0.96, 15.3  /  15.9  /  7.9 ,46.0%,0.7%,209,0.1%,567
13,14,Fade,1, 15.3  /  15.3  /  6.3 ,45.8%,0.7%,209,0.1%,522
14,15,Cypher,1.02, 15.3  /  15  /  4.2 ,41.5%,0.6%,206,0.1%,506
15,16,Yoru,1.01, 16.5  /  16.4  /  4.3 ,51.3%,0.6%,226,0.1%,505
16,17,Phoenix,1.1, 17.4  /  15.8  /  4.5 ,46.2%,0.6%,240,0.1%,489
17,18,Neon,0.94, 16.4  /  17.5  /  4.2 ,47.5%,0.4%,224,0.1%,356
18,19,Brimstone,0.98, 15.1  /  15.4  /  7.8 ,51.6%,0.4%,206,0.1%,322
19,20,Breach,0.92, 13.9  /  15  /  7.1 ,49.5%,0.1%,194,107,
20,21,Astra,1.15, 17.7  /  15.4  /  5.4 ,47.4%,0.1%,233,78,
