,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.1, 18.1  /  16.5  /  3.8 ,49.6%,17.7%,248,0.1%,"9,649",Duelist
1,2,Viper,1.03, 15.6  /  15.1  /  5.8 ,50.2%,16.1%,212,0.2%,"8,757",Controller
2,3,Sova,1.0, 14.9  /  14.9  /  5.6 ,49.4%,14.7%,204,0.2%,"7,980",Initiator
3,4,Reyna,1.13, 18.3  /  16.1  /  4.2 ,49.6%,11.9%,249,0.1%,"6,482",Duelist
4,5,Sage,0.95, 14.3  /  15.1  /  7.4 ,51.5%,11.2%,194,0.1%,"6,088",Sentinel
5,6,Killjoy,1.05, 15.4  /  14.7  /  3.5 ,49.7%,7.4%,206,0.2%,"4,048",Sentinel
6,7,Raze,1.01, 16.7  /  16.5  /  4.5 ,46.9%,5.1%,237,0.1%,"2,776",Duelist
7,8,KAY/O,0.93, 15  /  16.1  /  9.5 ,43.3%,2.6%,210,0.1%,"1,421",Initiator
8,9,Chamber,1.09, 17  /  15.5  /  2.7 ,45.5%,2.4%,223,0.1%,"1,322",Sentinel
9,10,Harbor,0.94, 14.5  /  15.4  /  5.9 ,42.5%,1.9%,198,0.1%,"1,009",Controller
10,11,Omen,1.0, 15.7  /  15.7  /  6.1 ,44.0%,1.7%,216,0.1%,914,Controller
11,12,Skye,0.95, 14.9  /  15.6  /  7.2 ,47.4%,1.5%,204,0.1%,814,Initiator
12,13,Fade,0.94, 14.7  /  15.7  /  6.4 ,48.4%,1.3%,198,0.1%,717,Initiator
13,14,Phoenix,1.1, 17.4  /  15.7  /  4.4 ,53.0%,1.1%,239,0.1%,611,Duelist
14,15,Cypher,1.0, 14.9  /  14.8  /  4.2 ,42.3%,0.9%,201,0.2%,511,Sentinel
15,16,Yoru,1.02, 16.1  /  15.8  /  4 ,49.4%,0.7%,218,0.1%,389,Duelist
16,17,Neon,0.94, 15.3  /  16.3  /  3.9 ,47.3%,0.6%,217,0.1%,351,Duelist
17,18,Brimstone,0.95, 14.8  /  15.6  /  7.9 ,50.0%,0.6%,205,0.1%,332,Controller
18,19,Astra,0.97, 14.7  /  15.2  /  5.2 ,39.8%,0.2%,204,0.1%,128,Controller
19,20,Breach,0.95, 14.5  /  15.2  /  6.7 ,45.0%,0.2%,199,0.1%,111,Initiator
