,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.15, 17.9  /  15.5  /  4.4 ,49.9%,10.9%,248,0.1%,"815,822",Duelist
1,2,Jett,1.1, 17.4  /  15.8  /  3.8 ,49.3%,10.4%,241,0.1%,"783,014",Duelist
2,3,Omen,0.98, 14.8  /  15.1  /  6.9 ,49.0%,9.3%,204,0.1%,"702,380",Controller
3,4,Raze,1.06, 16.8  /  15.8  /  4.9 ,50.2%,8.0%,243,0.1%,"602,916",Duelist
4,5,Sage,0.91, 13.5  /  14.9  /  7.1 ,50.2%,7.6%,189,0.1%,"567,464",Sentinel
5,6,Killjoy,1.0, 14.3  /  14.3  /  3.7 ,50.1%,7.1%,199,0.1%,"529,840",Sentinel
6,7,Skye,0.94, 14  /  15  /  8 ,49.2%,6.1%,196,0.1%,"456,442",Initiator
7,8,Gekko,0.93, 14  /  15  /  4.8 ,50.0%,5.6%,192,0.1%,"421,773",Initiator
8,9,Chamber,1.1, 16.2  /  14.8  /  3 ,49.2%,4.6%,220,0.1%,"349,070",Sentinel
9,10,Brimstone,0.96, 14.4  /  14.9  /  8.3 ,50.5%,4.3%,205,0.1%,"319,918",Controller
10,11,Breach,0.93, 14.3  /  15.3  /  6.8 ,48.9%,4.2%,200,0.1%,"314,665",Initiator
11,12,Phoenix,1.11, 17  /  15.4  /  4.6 ,50.0%,3.0%,239,0.1%,"228,058",Duelist
12,13,Cypher,0.99, 14.5  /  14.6  /  4.7 ,48.2%,2.7%,198,0.1%,"205,278",Sentinel
13,14,Fade,0.94, 14.2  /  15.1  /  6.3 ,48.8%,2.6%,197,0.1%,"198,630",Initiator
14,15,KAY/O,0.9, 14  /  15.5  /  8.9 ,45.3%,2.3%,201,0.1%,"172,875",Initiator
15,16,Viper,0.99, 14.6  /  14.7  /  5.7 ,49.4%,2.3%,205,0.1%,"171,993",Controller
16,17,Sova,0.97, 14.4  /  14.8  /  5.4 ,48.3%,2.1%,203,0.1%,"160,989",Initiator
17,18,Harbor,0.91, 13.9  /  15.2  /  6 ,46.9%,2.0%,192,0.1%,"153,972",Controller
18,19,Neon,0.99, 16.2  /  16.3  /  4.3 ,47.5%,1.8%,228,0.1%,"136,128",Duelist
19,20,Astra,1.03, 15.1  /  14.6  /  6.1 ,50.3%,1.7%,206,0.1%,"129,634",Controller
20,21,Yoru,0.99, 15.5  /  15.7  /  4.4 ,45.5%,1.2%,215,0.1%,"91,620",Duelist
