,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.84, 12.2  /  14.4  /  6.6 ,49.6%,13.6%,177,0.1%,"31,135"
1,2,Reyna,1.08, 16.2  /  15  /  4.6 ,49.8%,11.2%,234,0.1%,"25,582"
2,3,Omen,0.92, 13.8  /  14.9  /  5.4 ,49.2%,8.0%,196,0.1%,"18,264"
3,4,Raze,0.97, 14.7  /  15.2  /  4.7 ,49.4%,6.9%,219,0.1%,"15,711"
4,5,Jett,1.01, 15.4  /  15.2  /  4 ,50.7%,6.8%,221,0.1%,"15,446"
5,6,Killjoy,0.91, 12.8  /  14.1  /  4.1 ,50.2%,6.4%,188,0.2%,"14,682"
6,7,Sova,0.9, 13  /  14.5  /  5.1 ,49.9%,4.9%,190,0.1%,"11,287"
7,8,Fade,0.84, 12.6  /  14.9  /  6 ,49.0%,4.7%,184,0.1%,"10,816"
8,9,Brimstone,0.91, 13.3  /  14.6  /  6.6 ,50.1%,4.5%,195,0.1%,"10,245"
9,10,Skye,0.85, 12.6  /  14.8  /  7.1 ,49.0%,4.4%,185,0.1%,"10,101"
10,11,Phoenix,0.99, 14.7  /  14.9  /  4.4 ,48.1%,4.3%,216,0.1%,"9,727"
11,12,KAY/O,0.83, 12.6  /  15.2  /  7.9 ,46.3%,3.6%,186,0.1%,"8,223"
12,13,Yoru,0.93, 14  /  15.1  /  4.1 ,46.8%,3.6%,200,0.1%,"8,130"
13,14,Neon,0.94, 14.7  /  15.6  /  4.2 ,48.2%,3.5%,213,0.1%,"8,065"
14,15,Viper,0.9, 13.1  /  14.6  /  5.1 ,48.5%,3.5%,190,0.1%,"7,999"
15,16,Cypher,0.92, 13.3  /  14.4  /  4.9 ,48.8%,3.2%,188,0.1%,"7,359"
16,17,Chamber,0.97, 14.1  /  14.5  /  3.4 ,48.1%,2.6%,199,0.1%,"5,882"
17,18,Breach,0.9, 13.6  /  15  /  5.7 ,49.0%,2.1%,197,0.1%,"4,824"
18,19,Harbor,0.84, 12.6  /  15  /  5.4 ,45.9%,1.2%,181,0.1%,"2,632"
19,20,Astra,0.91, 13.2  /  14.5  /  5.1 ,45.3%,0.9%,188,0.1%,"2,167"
