,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage, 15.1  /  15.1  /  7.6 ,50.6%,13.2%,207,0.1%,"10,498",
1,2,Raze,1.04, 17.2  /  16.6  /  5 ,49.8%,13.1%,246,0.1%,"10,467"
2,3,Jett,1.07, 17.6  /  16.5  /  3.7 ,48.1%,11.3%,240,0.1%,"9,016"
3,4,Omen,1.01, 15.3  /  15.1  /  8.5 ,49.4%,10.7%,210,0.1%,"8,539"
4,5,Gekko,0.98, 14.9  /  15.2  /  5.2 ,49.1%,7.0%,200,0.1%,"5,583"
5,6,Killjoy,1.04, 15.2  /  14.7  /  3.6 ,48.3%,6.9%,208,0.2%,"5,466"
6,7,Reyna,1.12, 17.9  /  16  /  4.5 ,49.5%,6.6%,243,0.1%,"5,237"
7,8,Skye,0.96, 14.8  /  15.4  /  8 ,49.0%,6.2%,200,0.1%,"4,918"
8,9,Cypher,1.05, 15.5  /  14.8  /  4.6 ,48.1%,6.1%,206,0.2%,"4,899"
9,10,Astra,1.07, 15.9  /  14.9  /  7.6 ,48.4%,4.9%,212,0.2%,"3,935"
10,11,Brimstone,0.99, 14.9  /  15.1  /  10 ,53.6%,2.8%,211,0.1%,"2,195"
11,12,Breach,0.94, 14.7  /  15.6  /  7.9 ,46.1%,2.6%,199,0.1%,"2,099"
12,13,KAY/O,0.94, 14.6  /  15.6  /  9.5 ,44.6%,2.0%,207,0.1%,"1,599"
13,14,Fade,1.01, 15.3  /  15.1  /  6.3 ,50.6%,1.8%,208,0.1%,"1,430"
14,15,Chamber,1.13, 17  /  15.1  /  2.7 ,49.9%,1.2%,227,0.1%,961
15,16,Phoenix,1.06, 17.1  /  16  /  4.9 ,50.2%,1.1%,235,0.1%,891
16,17,Viper,1.01, 15.4  /  15.2  /  6 ,46.2%,0.8%,215,0.1%,647
17,18,Yoru,1.08, 16.7  /  15.4  /  4.3 ,52.0%,0.6%,228,0.1%,481
18,19,Sova,0.96, 15.2  /  15.8  /  6.1 ,47.6%,0.4%,211,0.1%,328
19,20,Neon,0.97, 16.2  /  16.7  /  4.4 ,47.0%,0.4%,224,0.1%,313
20,21,Harbor,0.96, 15.2  /  15.7  /  7 ,41.7%,0.3%,200,0.1%,254
