,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.88, 12.6  /  14.4  /  7 ,50.1%,13.0%,183,0.1%,"853,332",Sentinel
1,2,Reyna,1.11, 16.7  /  15  /  4.6 ,50.1%,11.4%,240,0.1%,"749,954",Duelist
2,3,Omen,0.96, 14.3  /  14.9  /  5.6 ,48.8%,8.0%,204,0.1%,"527,945",Controller
3,4,Raze,1.0, 15.3  /  15.3  /  5.1 ,50.0%,7.6%,229,0.1%,"499,129",Duelist
4,5,Jett,1.04, 15.9  /  15.3  /  4.1 ,49.1%,6.6%,229,0.1%,"435,853",Duelist
5,6,Killjoy,0.96, 13.5  /  14  /  4.2 ,50.6%,5.7%,196,0.1%,"375,131",Sentinel
6,7,Skye,0.89, 13  /  14.7  /  7.6 ,49.3%,4.9%,190,0.1%,"324,475",Initiator
7,8,Gekko,0.88, 13.1  /  14.8  /  4.7 ,49.0%,4.8%,187,0.1%,"317,261",Initiator
8,9,Brimstone,0.94, 13.8  /  14.7  /  7.1 ,50.1%,4.6%,203,0.1%,"304,745",Controller
9,10,Phoenix,1.03, 15.4  /  14.9  /  4.7 ,49.1%,4.2%,224,0.1%,"272,785",Duelist
10,11,Cypher,0.96, 13.7  /  14.2  /  5.1 ,49.1%,3.8%,194,0.1%,"250,748",Sentinel
11,12,Viper,0.93, 13.5  /  14.5  /  5.2 ,48.9%,3.5%,195,0.1%,"231,911",Controller
12,13,Sova,0.92, 13.4  /  14.6  /  5.1 ,48.1%,3.4%,195,0.1%,"224,040",Initiator
13,14,Fade,0.88, 13.1  /  14.9  /  6 ,48.4%,3.4%,190,0.1%,"223,038",Initiator
14,15,Neon,0.94, 14.7  /  15.6  /  4.2 ,47.5%,3.0%,214,0.1%,"196,801",Duelist
15,16,KAY/O,0.86, 13  /  15.1  /  7.9 ,46.4%,2.9%,193,0.1%,"187,988",Initiator
16,17,Yoru,0.95, 14.3  /  15.1  /  4.5 ,46.3%,2.8%,206,0.1%,"184,338",Duelist
17,18,Chamber,1.0, 14.7  /  14.6  /  3.5 ,47.5%,2.2%,207,0.1%,"144,869",Sentinel
18,19,Breach,0.91, 13.7  /  15.1  /  5.7 ,48.5%,1.9%,199,0.1%,"123,816",Initiator
19,20,Astra,0.99, 14.2  /  14.3  /  5.4 ,49.9%,1.0%,201,0.1%,"68,457",Controller
20,21,Harbor,0.86, 12.9  /  15  /  5.4 ,46.6%,1.0%,186,0.1%,"66,237",Controller
