,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.15, 17.2  /  15  /  4.6 ,50.4%,11.5%,246,0.2%,"461,154"
1,2,Sage,0.87, 12.5  /  14.5  /  6.8 ,49.9%,9.8%,181,0.1%,"390,870"
2,3,Brimstone,0.96, 13.8  /  14.4  /  7.5 ,51.1%,7.3%,201,0.1%,"290,446"
3,4,Jett,1.07, 16.3  /  15.2  /  4 ,49.7%,6.7%,234,0.2%,"267,822"
4,5,Raze,1.01, 15.4  /  15.2  /  4.9 ,49.6%,6.4%,228,0.2%,"256,380"
5,6,Omen,0.94, 14  /  14.9  /  5.8 ,47.7%,6.4%,200,0.1%,"254,466"
6,7,Killjoy,0.96, 13.4  /  14  /  4.1 ,50.3%,5.6%,194,0.1%,"223,349"
7,8,Skye,0.88, 13  /  14.7  /  7.3 ,48.8%,5.3%,188,0.1%,"212,754"
8,9,Deadlock,0.95, 14.1  /  14.8  /  4 ,49.1%,4.9%,204,0.1%,"196,475"
9,10,Breach,0.92, 13.8  /  15  /  6 ,49.6%,4.8%,198,0.1%,"189,765"
10,11,Gekko,0.89, 13.2  /  14.8  /  4.7 ,49.1%,3.8%,187,0.1%,"152,447"
11,12,Phoenix,1.06, 15.8  /  14.8  /  4.6 ,49.8%,3.5%,227,0.2%,"140,800"
12,13,Cypher,0.96, 13.7  /  14.3  /  4.9 ,49.0%,3.2%,193,0.1%,"126,633"
13,14,Neon,0.99, 15.5  /  15.6  /  4.3 ,49.1%,3.2%,224,0.2%,"126,087"
14,15,Viper,0.94, 13.5  /  14.4  /  5.3 ,49.4%,3.1%,196,0.1%,"124,018"
15,16,Fade,0.89, 13.1  /  14.7  /  6.2 ,49.0%,2.8%,189,0.1%,"112,038"
16,17,Chamber,1.05, 15.3  /  14.6  /  3.3 ,48.9%,2.8%,213,0.2%,"111,223"
17,18,Sova,0.91, 13.3  /  14.6  /  5.3 ,47.7%,2.5%,194,0.1%,"98,830"
18,19,KAY/O,0.87, 13.2  /  15.1  /  8.1 ,46.4%,2.4%,195,0.1%,"96,248"
19,20,Yoru,0.96, 14.6  /  15.2  /  4.4 ,46.7%,2.2%,208,0.1%,"89,243"
20,21,Harbor,0.88, 13  /  14.8  /  5.6 ,46.6%,0.9%,187,0.1%,"37,717"
21,22,Astra,0.99, 14.2  /  14.3  /  5.5 ,48.3%,0.9%,201,0.1%,"34,368"
