,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.93, 13.6  /  14.6  /  5.1 ,51.1%,14.4%,189,0.1%,"3,372,528"
1,2,Reyna,1.14, 17.5  /  15.4  /  4.2 ,50.7%,14.2%,247,0.2%,"3,319,743"
2,3,Jett,1.12, 17.4  /  15.5  /  3.9 ,50.6%,13.6%,246,0.2%,"3,179,238"
3,4,Omen,0.96, 14.5  /  15.1  /  5.2 ,49.1%,8.2%,203,0.1%,"1,918,467"
4,5,Raze,1.03, 16.1  /  15.6  /  4.9 ,50.4%,6.9%,237,0.2%,"1,620,423"
5,6,Sova,0.98, 14.3  /  14.5  /  5.9 ,50.6%,6.9%,205,0.1%,"1,619,403"
6,7,Killjoy,0.98, 13.9  /  14.2  /  4.1 ,51.0%,6.8%,200,0.1%,"1,592,832"
7,8,Viper,0.98, 14.1  /  14.5  /  5.2 ,50.4%,5.0%,199,0.1%,"1,172,439"
8,9,Skye,0.96, 14.4  /  15  /  4.7 ,49.6%,4.4%,200,0.1%,"1,020,612"
9,10,Brimstone,0.95, 14.2  /  14.9  /  6.5 ,51.1%,4.3%,201,0.1%,"1,011,024"
10,11,KAY/O,0.9, 13.8  /  15.4  /  7 ,46.3%,3.7%,198,0.1%,"876,180"
11,12,Phoenix,1.04, 16  /  15.4  /  4 ,48.4%,3.6%,230,0.2%,"850,170"
12,13,Cypher,0.97, 14  /  14.5  /  4.2 ,48.5%,3.5%,195,0.1%,"820,284"
13,14,Yoru,0.95, 14.9  /  15.6  /  3.5 ,43.6%,1.5%,211,0.2%,"357,357"
14,15,Breach,0.93, 14.3  /  15.4  /  5.2 ,48.7%,1.5%,201,0.1%,"338,946"
15,16,Astra,0.99, 14.4  /  14.6  /  4.8 ,48.9%,1.3%,199,0.1%,"298,860"
