,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.7, 9.9  /  14.1  /  5.8 ,50.7%,13.4%,148,0.1%,"2,695",Sentinel
1,2,Reyna,0.98, 14  /  14.3  /  4.4 ,48.7%,11.0%,207,0.1%,"2,225",Duelist
2,3,Raze,0.87, 12.5  /  14.3  /  4.4 ,50.6%,7.8%,191,0.1%,"1,570",Duelist
3,4,Jett,0.85, 12.3  /  14.4  /  3.6 ,47.0%,6.9%,184,0.1%,"1,397",Duelist
4,5,Fade,0.73, 10.6  /  14.5  /  5.8 ,48.9%,6.1%,161,0.1%,"1,232",Initiator
5,6,Yoru,0.83, 12  /  14.4  /  3.8 ,47.4%,5.9%,174,0.1%,"1,189",Duelist
6,7,Neon,0.84, 12.2  /  14.5  /  3.9 ,47.5%,5.5%,185,0.1%,"1,112",Duelist
7,8,Omen,0.78, 11.1  /  14.2  /  4.4 ,53.8%,5.4%,166,0.1%,"1,079",Controller
8,9,Phoenix,0.88, 12.4  /  14  /  4 ,47.7%,5.2%,185,0.1%,"1,044",Duelist
9,10,Viper,0.77, 10.6  /  13.7  /  4.3 ,52.2%,4.7%,161,0.1%,951,Controller
10,11,Sova,0.76, 10.7  /  14.1  /  4.6 ,44.9%,4.6%,165,0.1%,934,Initiator
11,12,Killjoy,0.83, 11.1  /  13.3  /  4 ,51.9%,4.5%,168,0.2%,903,Sentinel
12,13,Skye,0.72, 10.1  /  14  /  6.7 ,51.3%,3.5%,156,0.1%,707,Initiator
13,14,Brimstone,0.76, 11.1  /  14.6  /  5.2 ,46.9%,3.5%,167,0.1%,701,Controller
14,15,KAY/O,0.72, 10.7  /  14.7  /  7.2 ,47.7%,3.3%,163,0.1%,656,Initiator
15,16,Cypher,0.86, 11.9  /  13.9  /  4.8 ,49.4%,2.8%,173,0.2%,559,Sentinel
16,17,Chamber,0.85, 12.1  /  14.2  /  3.6 ,51.8%,2.5%,176,0.1%,508,Sentinel
17,18,Harbor,0.71, 10.4  /  14.6  /  4.8 ,45.2%,1.5%,153,0.1%,303,Controller
18,19,Breach,0.85, 12.2  /  14.3  /  5.1 ,48.7%,1.1%,177,0.2%,230,Initiator
19,20,Astra,0.93, 12.3  /  13.3  /  3.9 ,59.0%,0.8%,179,0.1%,156,Controller
