,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.1, 17.4  /  15.8  /  3.7 ,49.5%,12.0%,240,0.2%,"257,642"
1,2,Brimstone,0.99, 14.6  /  14.7  /  8.9 ,51.3%,11.5%,205,0.1%,"245,190"
2,3,Reyna,1.15, 17.8  /  15.5  /  4.4 ,50.2%,10.3%,245,0.2%,"219,484"
3,4,Breach,0.94, 14.3  /  15.3  /  7 ,49.4%,9.5%,198,0.1%,"202,439"
4,5,Raze,1.06, 16.6  /  15.8  /  4.7 ,49.6%,6.9%,237,0.2%,"147,450"
5,6,Killjoy,1.01, 14.5  /  14.4  /  3.8 ,50.6%,6.5%,200,0.1%,"138,989"
6,7,Sage,0.92, 13.7  /  14.8  /  6.8 ,50.4%,4.8%,189,0.1%,"101,996"
7,8,Deadlock,1, 15  /  15.1  /  3.9 ,48.6%,4.5%,209,0.1%,"96,607"
8,9,Chamber,1.1, 16.4  /  15  /  2.9 ,49.0%,4.5%,220,0.2%,"96,250"
9,10,Skye,0.94, 14.1  /  15  /  7.4 ,49.2%,4.4%,195,0.1%,"94,835"
10,11,Cypher,1.01, 14.8  /  14.6  /  4.8 ,49.1%,3.8%,201,0.1%,"80,322"
11,12,Omen,0.95, 14.5  /  15.2  /  7 ,46.5%,3.6%,200,0.1%,"77,368"
12,13,Viper,0.98, 14.5  /  14.8  /  5.7 ,48.8%,2.8%,201,0.1%,"59,653"
13,14,Fade,0.96, 14.3  /  14.9  /  6.2 ,49.2%,2.5%,197,0.1%,"53,148"
14,15,Phoenix,1.1, 16.9  /  15.3  /  4.6 ,50.3%,2.4%,236,0.2%,"51,102"
15,16,Neon,1.01, 16.5  /  16.3  /  4.3 ,49.0%,2.3%,230,0.2%,"48,332"
16,17,Gekko,0.93, 13.9  /  15  /  4.7 ,49.4%,2.0%,190,0.1%,"42,789"
17,18,KAY/O,0.92, 14.2  /  15.5  /  8.9 ,45.7%,1.9%,202,0.1%,"41,075"
18,19,Astra,1.02, 15.1  /  14.7  /  6.5 ,47.7%,1.2%,205,0.1%,"25,968"
19,20,Sova,0.97, 14.4  /  14.9  /  5.4 ,47.0%,1.2%,202,0.1%,"25,108"
20,21,Yoru,1.01, 15.7  /  15.6  /  4.4 ,46.3%,1.1%,217,0.2%,"23,585"
21,22,Harbor,0.91, 13.9  /  15.2  /  6 ,43.1%,0.5%,192,0.1%,"10,884"
