,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.88, 12.6  /  14.4  /  6.4 ,51.6%,13.0%,183,0.1%,"1,514,343"
1,2,Reyna,1.14, 17  /  14.9  /  4.4 ,51.9%,12.4%,246,0.2%,"1,448,400"
2,3,Chamber,1.05, 15.1  /  14.3  /  3.4 ,50.6%,6.8%,214,0.2%,"788,970"
3,4,Jett,1.07, 16.1  /  15.1  /  3.9 ,50.9%,6.7%,234,0.2%,"780,045"
4,5,Raze,1.01, 15.2  /  15.1  /  4.8 ,51.5%,6.5%,228,0.1%,"762,399"
5,6,Omen,0.95, 14.2  /  14.9  /  4.9 ,49.3%,6.2%,203,0.1%,"726,546"
6,7,Fade,0.9, 13.2  /  14.7  /  6 ,50.9%,5.3%,192,0.1%,"622,710"
7,8,Viper,0.93, 13.3  /  14.3  /  5.1 ,50.8%,5.0%,194,0.1%,"583,185"
8,9,Sova,0.92, 13.3  /  14.5  /  5.1 ,49.9%,5.0%,195,0.1%,"577,983"
9,10,Brimstone,0.93, 13.5  /  14.6  /  6.2 ,51.1%,4.9%,198,0.1%,"570,129"
10,11,Killjoy,0.94, 13.1  /  13.9  /  4.2 ,52.0%,4.4%,194,0.1%,"514,896"
11,12,Phoenix,1.05, 15.6  /  14.8  /  4.2 ,49.8%,4.2%,228,0.2%,"489,396"
12,13,Skye,0.89, 13  /  14.7  /  6.9 ,50.0%,3.7%,191,0.1%,"429,267"
13,14,KAY/O,0.86, 13.1  /  15.1  /  7.2 ,46.9%,3.4%,193,0.1%,"391,068"
14,15,Neon,0.97, 15  /  15.5  /  4.1 ,49.2%,3.1%,220,0.2%,"366,282"
15,16,Yoru,0.96, 14.3  /  15  /  4.1 ,47.9%,3.0%,207,0.1%,"348,075"
16,17,Cypher,0.95, 13.4  /  14.1  /  4.7 ,48.9%,2.3%,191,0.1%,"268,311"
17,18,Breach,0.91, 13.6  /  15.1  /  5.6 ,50.0%,1.8%,198,0.1%,"211,446"
18,19,Harbor,0.87, 13.1  /  15  /  4.6 ,46.5%,1.5%,189,0.1%,"169,626"
19,20,Astra,0.97, 13.9  /  14.3  /  4.8 ,48.6%,0.8%,197,0.1%,"89,097"
