,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.4  /  16  /  3.7 ,49.2%,13.5%,238,0.2%,"327,860"
1,2,Omen,0.98, 14.8  /  15.1  /  8.4 ,48.6%,11.3%,203,0.1%,"275,423"
2,3,Reyna,1.11, 17.5  /  15.8  /  4.5 ,50.0%,10.6%,241,0.2%,"257,126"
3,4,Killjoy,0.99, 14.3  /  14.4  /  3.7 ,49.4%,9.1%,197,0.1%,"221,009"
4,5,Sova,1.02, 14.8  /  14.5  /  6 ,50.4%,9.0%,206,0.1%,"217,980"
5,6,Sage,0.92, 13.7  /  14.9  /  7 ,50.2%,5.3%,190,0.1%,"129,064"
6,7,Brimstone,0.96, 14.4  /  14.9  /  9.7 ,52.1%,5.3%,204,0.1%,"127,707"
7,8,Raze,1.03, 16.4  /  16  /  5 ,49.6%,5.1%,236,0.2%,"124,409"
8,9,Deadlock,0.98, 14.8  /  15.1  /  3.8 ,49.1%,4.4%,217,0.1%,"105,764"
9,10,Skye,0.93, 14.2  /  15.2  /  7.8 ,49.0%,4.1%,196,0.1%,"99,627"
10,11,KAY/O,0.91, 14.2  /  15.5  /  8.9 ,46.0%,3.7%,200,0.1%,"88,895"
11,12,Phoenix,1.1, 17.1  /  15.6  /  4.8 ,50.8%,3.4%,239,0.2%,"81,417"
12,13,Chamber,1.08, 16.3  /  15.1  /  2.9 ,48.9%,3.1%,219,0.2%,"75,845"
13,14,Cypher,1, 14.6  /  14.5  /  4.9 ,49.5%,2.7%,197,0.1%,"64,772"
14,15,Fade,0.95, 14.3  /  15.1  /  6.5 ,48.5%,1.8%,197,0.1%,"44,464"
15,16,Astra,1.03, 15.2  /  14.8  /  7.4 ,49.2%,1.8%,207,0.1%,"44,164"
16,17,Breach,0.92, 14.3  /  15.5  /  6.9 ,47.5%,1.5%,198,0.1%,"37,577"
17,18,Gekko,0.91, 13.9  /  15.2  /  4.8 ,47.2%,1.4%,189,0.1%,"34,000"
18,19,Yoru,1.01, 15.8  /  15.7  /  4.3 ,45.9%,1.0%,218,0.2%,"25,374"
19,20,Viper,0.97, 14.4  /  14.8  /  5.8 ,47.6%,0.8%,200,0.1%,"20,540"
20,21,Neon,0.96, 15.8  /  16.5  /  4.1 ,46.4%,0.8%,220,0.2%,"19,349"
21,22,Harbor,0.9, 13.9  /  15.3  /  6.1 ,44.2%,0.2%,192,0.1%,"5,709"
