,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.88, 12.5  /  14.2  /  6.5 ,51.0%,17.2%,185,0.1%,"1,937,133"
1,2,Reyna,1.09, 16.1  /  14.7  /  4.6 ,51.6%,12.5%,237,0.2%,"1,406,988"
2,3,Raze,0.99, 14.7  /  14.9  /  4.9 ,51.3%,10.8%,225,0.1%,"1,215,483"
3,4,Jett,1.04, 15.4  /  14.9  /  3.9 ,50.7%,10.3%,227,0.2%,"1,163,004"
4,5,Omen,0.94, 13.7  /  14.7  /  3.7 ,50.1%,8.0%,200,0.1%,"896,886"
5,6,Sova,0.9, 12.9  /  14.3  /  5.5 ,49.7%,7.6%,195,0.1%,"859,248"
6,7,Killjoy,0.93, 12.9  /  13.8  /  4.2 ,52.9%,7.0%,194,0.1%,"794,580"
7,8,Phoenix,0.99, 14.5  /  14.7  /  4.3 ,50.4%,6.2%,217,0.2%,"703,341"
8,9,Brimstone,0.91, 13.2  /  14.6  /  5 ,50.7%,5.1%,197,0.1%,"579,513"
9,10,Cypher,0.92, 12.9  /  14.1  /  4.8 ,49.2%,3.7%,189,0.1%,"422,943"
10,11,Viper,0.9, 12.9  /  14.4  /  4.2 ,49.1%,3.0%,192,0.1%,"336,600"
11,12,Yoru,0.89, 13.3  /  14.9  /  3.9 ,45.2%,2.8%,198,0.1%,"313,446"
12,13,Breach,0.87, 13.1  /  15  /  5.1 ,48.8%,2.4%,194,0.1%,"267,189"
13,14,Skye,0.85, 12.3  /  14.5  /  4.2 ,48.4%,2.3%,182,0.1%,"258,570"
14,15,Astra,0.96, 13.6  /  14.2  /  4 ,48.0%,1.1%,199,0.1%,"123,930"
