,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.17, 18  /  15.4  /  4.6 ,50.5%,11.3%,252,0.1%,"26,099",Duelist
1,2,Brimstone,0.99, 14.6  /  14.7  /  8.2 ,51.1%,9.1%,208,0.1%,"21,144",Controller
2,3,Jett,1.11, 17.4  /  15.7  /  3.9 ,49.6%,9.1%,244,0.1%,"21,004",Duelist
3,4,Sage,0.91, 13.5  /  14.7  /  7 ,49.8%,8.5%,189,0.1%,"19,704",Sentinel
4,5,Killjoy,1.01, 14.4  /  14.3  /  4.2 ,51.9%,7.4%,203,0.2%,"17,118",Sentinel
5,6,Breach,0.95, 14.5  /  15.3  /  6.6 ,47.8%,7.3%,203,0.1%,"16,795",Initiator
6,7,Raze,1.07, 16.7  /  15.6  /  4.8 ,50.0%,6.1%,240,0.1%,"14,104",Duelist
7,8,Gekko,0.95, 14  /  14.8  /  4.9 ,50.4%,5.5%,195,0.1%,"12,719",Initiator
8,9,Viper,0.99, 14.4  /  14.6  /  5.6 ,49.4%,4.1%,203,0.2%,"9,444",Controller
9,10,Omen,0.97, 14.9  /  15.3  /  6.5 ,46.5%,3.9%,206,0.1%,"9,131",Controller
10,11,Cypher,1.01, 14.6  /  14.5  /  4.9 ,48.3%,3.8%,202,0.1%,"8,795",Sentinel
11,12,Fade,0.95, 14.3  /  14.9  /  6.2 ,49.6%,3.7%,200,0.1%,"8,528",Initiator
12,13,Neon,1.03, 16.7  /  16.2  /  4.3 ,49.4%,3.2%,235,0.1%,"7,348",Duelist
13,14,Skye,0.95, 14.2  /  15  /  7.3 ,50.0%,3.1%,199,0.1%,"7,138",Initiator
14,15,KAY/O,0.92, 14.2  /  15.4  /  8.7 ,46.3%,3.0%,205,0.1%,"6,957",Initiator
15,16,Phoenix,1.13, 17.3  /  15.2  /  4.6 ,51.3%,2.8%,243,0.1%,"6,553",Duelist
16,17,Chamber,1.1, 16.4  /  14.9  /  3.1 ,50.6%,2.7%,223,0.1%,"6,287",Sentinel
17,18,Sova,0.97, 14.3  /  14.7  /  5.4 ,48.6%,1.8%,204,0.1%,"4,113",Initiator
18,19,Yoru,1.02, 15.9  /  15.5  /  4.4 ,48.2%,1.3%,221,0.1%,"2,929",Duelist
19,20,Astra,1.03, 15  /  14.6  /  6.1 ,47.6%,1.2%,209,0.1%,"2,778",Controller
20,21,Harbor,0.93, 14  /  15.1  /  5.9 ,48.9%,1.1%,196,0.1%,"2,540",Controller
