,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.07, 17.4  /  16.2  /  3.5 ,49.3%,19.4%,234,0.2%,"43,584",Duelist
1,2,Sova,1.02, 14.8  /  14.6  /  6.5 ,50.1%,16.2%,205,0.1%,"36,344",Initiator
2,3,Omen,0.97, 14.7  /  15.1  /  10.3 ,48.5%,14.4%,200,0.1%,"32,319",Controller
3,4,Killjoy,1.04, 15.1  /  14.6  /  3.4 ,50.2%,10.7%,204,0.1%,"23,926",Sentinel
4,5,Reyna,1.09, 17.3  /  15.9  /  4.3 ,50.2%,10.0%,234,0.2%,"22,543",Duelist
5,6,KAY/O,0.93, 14.6  /  15.7  /  10.2 ,46.1%,4.2%,204,0.1%,"9,493",Initiator
6,7,Cypher,1.02, 14.9  /  14.7  /  5 ,50.3%,3.4%,198,0.1%,"7,654",Sentinel
7,8,Raze,1.02, 16.4  /  16.1  /  5 ,51.5%,3.2%,234,0.2%,"7,129",Duelist
8,9,Deadlock,1.01, 15.4  /  15.2  /  3.8 ,49.6%,3.1%,227,0.1%,"7,013",Sentinel
9,10,Phoenix,1.09, 17.1  /  15.7  /  5 ,53.5%,3.0%,235,0.2%,"6,684",Duelist
10,11,Brimstone,0.98, 14.4  /  14.8  /  11.7 ,54.6%,2.4%,204,0.1%,"5,441",Controller
11,12,Chamber,1.08, 16.5  /  15.3  /  2.6 ,48.1%,2.4%,217,0.2%,"5,395",Sentinel
12,13,Astra,1.05, 15.7  /  14.9  /  9 ,50.2%,1.8%,209,0.1%,"4,130",Controller
13,14,Skye,0.97, 14.8  /  15.3  /  8.1 ,49.2%,1.8%,201,0.1%,"4,034",Initiator
14,15,Sage,1.0, 14.8  /  14.9  /  7 ,53.0%,1.1%,203,0.1%,"2,366",Sentinel
15,16,Fade,0.99, 14.9  /  15.2  /  7.3 ,49.2%,1.0%,203,0.1%,"2,328",Initiator
16,17,Yoru,1.0, 15.9  /  15.9  /  4.6 ,45.3%,0.9%,218,0.2%,"1,963",Duelist
17,18,Breach,0.91, 14.3  /  15.8  /  8.2 ,46.6%,0.4%,196,0.1%,787,Initiator
18,19,Neon,0.94, 15.9  /  16.9  /  4.1 ,43.1%,0.3%,216,0.2%,612,Duelist
19,20,Gekko,0.9, 13.9  /  15.5  /  5.3 ,45.6%,0.2%,184,0.1%,386,Initiator
20,21,Viper,0.99, 15.5  /  15.7  /  6.1 ,41.3%,0.1%,208,254,,Controller
21,22,Harbor,0.93, 16.4  /  17.7  /  6.4 ,33.3%,0.0%,219,0.1%,27,Controller
