,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.12, 17.6  /  15.7  /  3.8 ,49.8%,11.2%,244,0.1%,"23,877"
1,2,Reyna,1.17, 18  /  15.4  /  4.5 ,50.5%,10.8%,250,0.1%,"22,875"
2,3,Brimstone,1, 14.7  /  14.7  /  8.6 ,51.5%,10.3%,208,0.1%,"21,996"
3,4,Breach,0.96, 14.5  /  15.2  /  6.9 ,51.0%,10.0%,202,0.1%,"21,236"
4,5,Killjoy,1.01, 14.4  /  14.3  /  4 ,49.7%,7.9%,202,0.2%,"16,755"
5,6,Sage,0.93, 13.7  /  14.8  /  7 ,49.3%,7.1%,191,0.1%,"15,100"
6,7,Raze,1.08, 16.9  /  15.7  /  4.7 ,49.6%,6.8%,242,0.1%,"14,548"
7,8,Fade,0.95, 14.3  /  15  /  6.3 ,48.5%,4.5%,198,0.1%,"9,570"
8,9,Cypher,1.01, 14.8  /  14.6  /  4.9 ,48.2%,4.4%,201,0.1%,"9,311"
9,10,Viper,0.98, 14.5  /  14.7  /  5.7 ,47.8%,4.0%,201,0.2%,"8,583"
10,11,KAY/O,0.92, 14.3  /  15.5  /  8.9 ,46.3%,3.4%,204,0.1%,"7,194"
11,12,Skye,0.95, 14.2  /  14.9  /  7.2 ,49.3%,3.2%,199,0.1%,"6,837"
12,13,Neon,1.02, 16.8  /  16.4  /  4.4 ,48.5%,3.1%,234,0.1%,"6,672"
13,14,Chamber,1.1, 16.5  /  14.9  /  3 ,48.4%,3.0%,221,0.1%,"6,370"
14,15,Omen,0.97, 14.8  /  15.3  /  6.7 ,45.9%,3.0%,204,0.1%,"6,331"
15,16,Phoenix,1.13, 17.2  /  15.2  /  4.5 ,49.7%,2.5%,240,0.1%,"5,419"
16,17,Sova,0.97, 14.4  /  14.8  /  5.3 ,48.5%,1.5%,204,0.1%,"3,268"
17,18,Astra,1.05, 15.2  /  14.6  /  6.3 ,48.6%,1.2%,210,0.1%,"2,554"
18,19,Yoru,1.03, 15.9  /  15.5  /  4.3 ,45.1%,1.1%,221,0.1%,"2,242"
19,20,Harbor,0.92, 14  /  15.3  /  5.7 ,44.5%,1.0%,193,0.1%,"2,030"
