,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.09, 17.5  /  16.1  /  3.7 ,49.1%,15.1%,239,0.2%,"302,836",Duelist
1,2,Omen,0.98, 14.9  /  15.1  /  8.7 ,48.7%,11.8%,204,0.1%,"236,005",Controller
2,3,Reyna,1.12, 17.6  /  15.8  /  4.5 ,49.9%,10.3%,241,0.2%,"206,381",Duelist
3,4,Sova,1.03, 14.9  /  14.5  /  6.2 ,50.6%,10.1%,208,0.1%,"202,936",Initiator
4,5,Killjoy,1.01, 14.6  /  14.4  /  3.6 ,49.6%,9.1%,200,0.1%,"181,292",Sentinel
5,6,Brimstone,0.97, 14.5  /  14.9  /  10 ,51.9%,4.9%,206,0.1%,"98,467",Controller
6,7,Raze,1.03, 16.6  /  16  /  5 ,49.3%,4.8%,238,0.2%,"96,429",Duelist
7,8,Sage,0.94, 14.1  /  14.9  /  7.1 ,50.6%,4.3%,194,0.1%,"86,732",Sentinel
8,9,Deadlock,1.0, 15  /  15.1  /  3.8 ,48.8%,4.1%,211,0.1%,"82,597",Sentinel
9,10,KAY/O,0.92, 14.4  /  15.6  /  9.1 ,45.2%,3.8%,203,0.1%,"76,706",Initiator
10,11,Skye,0.94, 14.4  /  15.2  /  7.9 ,49.0%,3.8%,198,0.1%,"76,445",Initiator
11,12,Phoenix,1.11, 17.3  /  15.6  /  4.9 ,51.7%,3.4%,241,0.2%,"67,065",Duelist
12,13,Chamber,1.09, 16.5  /  15.2  /  2.9 ,48.7%,3.3%,220,0.2%,"65,266",Sentinel
13,14,Cypher,1.01, 14.8  /  14.6  /  4.9 ,49.6%,2.7%,198,0.1%,"54,747",Sentinel
14,15,Astra,1.04, 15.4  /  14.8  /  7.8 ,49.4%,1.9%,209,0.1%,"38,616",Controller
15,16,Fade,0.96, 14.5  /  15.1  /  6.6 ,48.9%,1.7%,199,0.1%,"33,594",Initiator
16,17,Breach,0.93, 14.4  /  15.5  /  7.1 ,47.3%,1.3%,199,0.1%,"26,633",Initiator
17,18,Gekko,0.93, 14.2  /  15.4  /  4.8 ,47.2%,1.1%,192,0.1%,"21,739",Initiator
18,19,Yoru,1.02, 16.1  /  15.8  /  4.4 ,47.1%,0.9%,219,0.2%,"18,653",Duelist
19,20,Neon,0.97, 16  /  16.5  /  4.1 ,45.8%,0.6%,221,0.2%,"12,636",Duelist
20,21,Viper,1.01, 14.9  /  14.8  /  5.9 ,49.2%,0.5%,206,0.1%,"10,947",Controller
21,22,Harbor,0.94, 14.4  /  15.4  /  6.3 ,43.8%,0.2%,198,0.1%,"3,575",Controller
