,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.84, 12.2  /  14.5  /  6.6 ,49.4%,13.4%,177,0.1%,"22,519"
1,2,Reyna,1.05, 15.9  /  15.1  /  4.6 ,50.2%,10.9%,230,0.1%,"18,427"
2,3,Omen,0.93, 13.8  /  14.9  /  5.5 ,49.0%,7.8%,197,0.1%,"13,118"
3,4,Raze,0.97, 14.8  /  15.2  /  4.8 ,50.4%,6.8%,220,0.1%,"11,429"
4,5,Killjoy,0.91, 12.8  /  14.1  /  4 ,50.6%,6.5%,188,0.2%,"10,923"
5,6,Jett,0.99, 15.2  /  15.3  /  4 ,48.6%,6.1%,219,0.1%,"10,307"
6,7,Sova,0.9, 13  /  14.4  /  5.1 ,49.7%,4.6%,191,0.1%,"7,736"
7,8,Fade,0.86, 12.7  /  14.8  /  6.1 ,48.3%,4.6%,186,0.1%,"7,721"
8,9,Brimstone,0.93, 13.5  /  14.6  /  6.7 ,50.5%,4.6%,198,0.1%,"7,707"
9,10,Phoenix,1.01, 15.1  /  14.9  /  4.4 ,49.0%,4.0%,220,0.1%,"6,757"
10,11,Skye,0.86, 12.8  /  14.8  /  7.3 ,50.0%,3.9%,186,0.1%,"6,628"
11,12,Gekko,0.89, 13  /  14.7  /  4.8 ,49.3%,3.8%,187,0.1%,"6,439"
12,13,Yoru,0.93, 14.1  /  15.2  /  4.2 ,47.2%,3.6%,202,0.1%,"6,109"
13,14,Viper,0.89, 13.1  /  14.7  /  5.2 ,46.9%,3.4%,189,0.1%,"5,666"
14,15,Neon,0.93, 14.5  /  15.7  /  4.2 ,46.8%,3.3%,212,0.1%,"5,618"
15,16,KAY/O,0.83, 12.5  /  15.1  /  7.9 ,46.9%,3.2%,186,0.1%,"5,363"
16,17,Cypher,0.93, 13.3  /  14.3  /  5 ,49.6%,3.1%,189,0.1%,"5,150"
17,18,Chamber,0.98, 14.3  /  14.6  /  3.4 ,48.8%,2.4%,201,0.1%,"3,979"
18,19,Breach,0.89, 13.6  /  15.3  /  5.7 ,46.3%,2.0%,196,0.1%,"3,376"
19,20,Harbor,0.83, 12.8  /  15.3  /  5.6 ,46.8%,1.1%,183,0.1%,"1,909"
20,21,Astra,0.92, 13.2  /  14.3  /  5.1 ,47.1%,0.9%,189,0.1%,"1,452"
