,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.14, 17.4  /  15.2  /  4.6 ,50.5%,11.7%,247,0.1%,"1,024,764"
1,2,Sage,0.9, 13  /  14.5  /  7 ,49.7%,10.8%,186,0.1%,"944,797"
2,3,Killjoy,1, 14  /  14  /  4.1 ,50.7%,9.1%,201,0.1%,"801,688"
3,4,Omen,0.97, 14.5  /  14.9  /  6.6 ,48.8%,8.8%,205,0.1%,"770,396"
4,5,Jett,1.09, 16.9  /  15.4  /  3.9 ,49.9%,8.6%,239,0.1%,"750,641"
5,6,Raze,1.03, 15.8  /  15.4  /  5.2 ,49.8%,6.6%,235,0.1%,"574,407"
6,7,Sova,0.99, 14.2  /  14.4  /  5.6 ,50.0%,5.9%,205,0.1%,"517,097"
7,8,Brimstone,0.96, 14.1  /  14.7  /  8 ,50.9%,5.5%,206,0.1%,"482,988"
8,9,Skye,0.9, 13.4  /  14.8  /  7.7 ,48.8%,4.0%,193,0.1%,"354,680"
9,10,Phoenix,1.08, 16.3  /  15.1  /  4.7 ,49.9%,3.8%,235,0.1%,"334,543"
10,11,Gekko,0.9, 13.4  /  15  /  4.7 ,48.2%,3.7%,190,0.1%,"323,013"
11,12,KAY/O,0.88, 13.4  /  15.2  /  8 ,46.5%,3.2%,196,0.1%,"280,913"
12,13,Fade,0.91, 13.5  /  14.9  /  6.2 ,48.4%,2.9%,193,0.1%,"251,111"
13,14,Cypher,0.98, 13.9  /  14.3  /  5.1 ,48.7%,2.8%,195,0.1%,"247,133"
14,15,Viper,0.96, 14  /  14.6  /  5.5 ,48.7%,2.5%,200,0.1%,"222,126"
15,16,Chamber,1.06, 15.6  /  14.7  /  3.3 ,48.6%,2.4%,217,0.1%,"210,345"
16,17,Neon,0.97, 15.4  /  15.8  /  4.2 ,47.2%,2.2%,221,0.1%,"194,005"
17,18,Yoru,0.98, 14.9  /  15.3  /  4.5 ,46.3%,2.0%,212,0.1%,"171,886"
18,19,Breach,0.92, 14.1  /  15.2  /  6 ,48.3%,1.7%,202,0.1%,"150,876"
19,20,Astra,1.02, 14.7  /  14.4  /  6.2 ,49.9%,1.0%,207,0.1%,"90,699"
20,21,Harbor,0.89, 13.4  /  15.1  /  5.7 ,45.6%,0.8%,192,0.1%,"70,464"
