,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.5  /  16.3  /  3.6 ,49.3%,13.9%,239,0.2%,"91,065"
1,2,Raze,1.05, 17.2  /  16.3  /  4.9 ,50.2%,12.4%,246,0.2%,"81,411"
2,3,Skye,0.97, 14.6  /  15.1  /  8.1 ,49.5%,11.9%,200,0.1%,"78,125"
3,4,Omen,1.01, 15.2  /  15.1  /  8.6 ,49.0%,11.9%,207,0.1%,"77,821"
4,5,Sage,0.98, 14.8  /  15.1  /  7.4 ,50.9%,9.9%,203,0.1%,"65,193"
5,6,Reyna,1.12, 17.7  /  15.8  /  4.3 ,49.8%,7.6%,242,0.2%,"49,765"
6,7,Cypher,1.03, 15  /  14.7  /  4.5 ,48.8%,5.8%,201,0.1%,"37,753"
7,8,Astra,1.06, 15.6  /  14.7  /  7.5 ,49.4%,4.2%,210,0.1%,"27,403"
8,9,Killjoy,1.04, 15.2  /  14.6  /  3.5 ,49.7%,4.1%,207,0.1%,"27,039"
9,10,Deadlock,1.03, 15.6  /  15.2  /  3.8 ,48.8%,3.8%,218,0.1%,"25,257"
10,11,Chamber,1.09, 16.6  /  15.2  /  2.7 ,47.8%,2.8%,221,0.2%,"18,538"
11,12,Brimstone,1, 15  /  15  /  10.2 ,51.9%,2.5%,212,0.1%,"16,528"
12,13,Breach,0.94, 14.4  /  15.3  /  7.8 ,47.8%,2.1%,198,0.1%,"13,939"
13,14,Phoenix,1.09, 17.1  /  15.7  /  4.7 ,49.7%,1.4%,237,0.2%,"9,008"
14,15,KAY/O,0.93, 14.7  /  15.7  /  9.2 ,44.0%,1.2%,206,0.1%,"7,858"
15,16,Fade,0.98, 14.9  /  15.2  /  6.3 ,47.8%,0.9%,203,0.1%,"6,172"
16,17,Yoru,1.03, 16.2  /  15.7  /  4.5 ,49.4%,0.9%,222,0.2%,"5,926"
17,18,Gekko,0.96, 14.6  /  15.3  /  4.7 ,48.9%,0.8%,196,0.1%,"5,478"
18,19,Viper,1.06, 15.9  /  14.9  /  5.6 ,47.6%,0.8%,218,0.1%,"4,980"
19,20,Sova,0.99, 14.9  /  15  /  5.7 ,47.4%,0.5%,208,0.1%,"3,568"
20,21,Neon,0.98, 16.2  /  16.5  /  4.2 ,48.5%,0.4%,223,0.2%,"2,737"
21,22,Harbor,0.95, 14.5  /  15.2  /  6.3 ,45.9%,0.1%,199,710,
