,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Chamber,1.13, 16.8  /  14.9  /  3.2 ,51.4%,13.8%,226,0.2%,"1,257,252"
1,2,Reyna,1.13, 17.8  /  15.7  /  3.9 ,50.8%,12.5%,245,0.2%,"1,137,861"
2,3,Jett,1.07, 17.3  /  16.1  /  3.6 ,49.5%,10.5%,239,0.2%,"955,944"
3,4,Sage,0.95, 14  /  14.9  /  6.8 ,51.3%,9.1%,195,0.1%,"829,566"
4,5,Omen,0.97, 14.9  /  15.3  /  5.8 ,48.4%,7.1%,204,0.1%,"649,485"
5,6,Raze,1.04, 16.6  /  16  /  4.9 ,50.4%,6.9%,240,0.2%,"629,799"
6,7,Viper,0.99, 14.5  /  14.6  /  5.3 ,51.3%,5.7%,201,0.1%,"519,486"
7,8,Brimstone,0.97, 14.6  /  15  /  7.3 ,51.3%,5.3%,205,0.1%,"486,081"
8,9,Fade,0.96, 14.5  /  15  /  7.1 ,51.0%,5.1%,203,0.1%,"463,998"
9,10,Sova,0.97, 14.4  /  14.8  /  5.7 ,49.8%,5.0%,203,0.1%,"453,543"
10,11,Skye,0.95, 14.5  /  15.3  /  5.8 ,48.6%,4.2%,201,0.1%,"384,744"
11,12,KAY/O,0.92, 14.4  /  15.6  /  7.8 ,45.8%,3.5%,204,0.1%,"319,617"
12,13,Killjoy,1, 14.5  /  14.4  /  3.9 ,51.0%,2.6%,203,0.1%,"235,773"
13,14,Breach,0.94, 14.5  /  15.4  /  5.6 ,49.5%,2.3%,200,0.1%,"206,346"
14,15,Neon,1.01, 16.7  /  16.4  /  3.9 ,49.3%,2.0%,231,0.2%,"185,844"
15,16,Cypher,0.99, 14.6  /  14.8  /  4.3 ,47.3%,1.5%,199,0.1%,"140,199"
16,17,Yoru,1.02, 16  /  15.7  /  3.5 ,48.5%,1.1%,220,0.2%,"97,206"
17,18,Astra,1.02, 15  /  14.8  /  5.5 ,49.1%,1.0%,202,0.1%,"87,210"
18,19,Phoenix,1.06, 16.7  /  15.7  /  3.8 ,47.5%,0.7%,235,0.2%,"63,087"
