,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.95, 14.2  /  14.9  /  7.6 ,50.8%,13.0%,199,0.1%,"27,977"
1,2,Raze,1.06, 17  /  16  /  5 ,50.4%,10.3%,246,0.1%,"22,286"
2,3,Reyna,1.14, 17.8  /  15.7  /  4.5 ,49.6%,10.2%,248,0.1%,"22,042"
3,4,Jett,1.08, 17.4  /  16.1  /  3.8 ,48.2%,10.1%,241,0.1%,"21,713"
4,5,Omen,0.99, 15.1  /  15.2  /  7.2 ,48.5%,8.9%,208,0.1%,"19,221"
5,6,Killjoy,1.02, 14.7  /  14.4  /  3.9 ,50.4%,6.4%,205,0.2%,"13,746"
6,7,Skye,0.97, 14.7  /  15.1  /  7.8 ,50.0%,5.7%,204,0.1%,"12,358"
7,8,Cypher,1.02, 14.8  /  14.5  /  4.9 ,49.7%,5.5%,203,0.2%,"11,779"
8,9,Brimstone,0.98, 14.7  /  15.1  /  8.8 ,51.4%,4.7%,210,0.1%,"10,240"
9,10,KAY/O,0.93, 14.5  /  15.5  /  8.8 ,46.5%,3.6%,207,0.1%,"7,710"
10,11,Fade,0.97, 14.7  /  15.2  /  6.1 ,48.9%,3.4%,203,0.1%,"7,387"
11,12,Astra,1.06, 15.5  /  14.7  /  6.8 ,50.1%,3.0%,212,0.1%,"6,528"
12,13,Breach,0.95, 14.6  /  15.4  /  6.9 ,47.1%,3.0%,202,0.1%,"6,469"
13,14,Phoenix,1.12, 17.3  /  15.5  /  4.9 ,50.8%,2.6%,243,0.1%,"5,558"
14,15,Viper,1.01, 14.9  /  14.7  /  5.6 ,49.2%,2.4%,207,0.2%,"5,249"
15,16,Sova,0.99, 14.8  /  15  /  5.4 ,48.4%,2.4%,207,0.1%,"5,122"
16,17,Chamber,1.07, 16.3  /  15.2  /  3.1 ,47.3%,2.0%,220,0.1%,"4,239"
17,18,Neon,0.97, 15.9  /  16.3  /  4.3 ,46.9%,1.1%,225,0.1%,"2,446"
18,19,Yoru,1, 15.9  /  15.9  /  4.6 ,47.2%,1.0%,219,0.1%,"2,144"
19,20,Harbor,0.94, 14.6  /  15.6  /  6 ,44.0%,0.7%,200,0.1%,"1,459"
