,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Jett,1.08, 17.5  /  16.2  /  3.6 ,49.0%,18.0%,237,0.1%,"368,026"
1,2,Sova,1.02, 14.9  /  14.6  /  6.4 ,50.2%,13.7%,207,0.1%,"279,982"
2,3,Omen,0.99, 14.9  /  15.1  /  9.6 ,48.6%,13.1%,204,0.1%,"268,145"
3,4,Killjoy,1.03, 14.9  /  14.5  /  3.6 ,49.6%,11.6%,202,0.1%,"237,462"
4,5,Reyna,1.1, 17.5  /  15.9  /  4.5 ,50.3%,9.1%,238,0.1%,"186,635"
5,6,KAY/O,0.93, 14.6  /  15.7  /  9.8 ,45.1%,5.2%,205,0.1%,"106,959"
6,7,Raze,1.02, 16.5  /  16.1  /  5 ,49.3%,4.0%,236,0.1%,"81,028"
7,8,Brimstone,0.98, 14.7  /  15  /  10.9 ,53.1%,3.7%,207,0.1%,"75,446"
8,9,Cypher,1.02, 15  /  14.8  /  5 ,49.6%,3.3%,200,0.1%,"66,984"
9,10,Sage,0.97, 14.5  /  15  /  7.1 ,51.4%,3.0%,199,0.1%,"62,331"
10,11,Phoenix,1.1, 17.3  /  15.7  /  5 ,51.2%,3.0%,239,0.1%,"61,843"
11,12,Chamber,1.08, 16.5  /  15.3  /  2.8 ,47.7%,2.8%,218,0.1%,"56,508"
12,13,Skye,0.95, 14.6  /  15.4  /  8 ,48.7%,2.7%,199,0.1%,"55,690"
13,14,Astra,1.04, 15.5  /  14.8  /  8.5 ,49.8%,2.1%,209,0.1%,"43,131"
14,15,Fade,0.98, 14.8  /  15.1  /  7.1 ,48.9%,1.6%,201,0.1%,"32,968"
15,16,Gekko,0.93, 14.3  /  15.4  /  4.9 ,47.1%,0.9%,194,0.1%,"18,453"
16,17,Yoru,1.01, 16.2  /  15.9  /  4.8 ,46.8%,0.7%,220,0.1%,"15,222"
17,18,Breach,0.93, 14.5  /  15.6  /  7.7 ,47.7%,0.6%,200,0.1%,"12,176"
18,19,Neon,0.96, 15.8  /  16.6  /  4.2 ,47.5%,0.4%,219,0.1%,"8,143"
19,20,Viper,1.01, 14.9  /  14.8  /  6.1 ,47.3%,0.2%,207,0.1%,"4,962"
20,21,Harbor,0.93, 14.3  /  15.4  /  6.8 ,45.7%,0.1%,195,"2,924",
