,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.14, 17.4  /  15.3  /  4.6 ,50.4%,11.8%,246,0.2%,"481,489"
1,2,Omen,0.98, 14.6  /  14.9  /  6.9 ,49.1%,9.3%,206,0.1%,"379,876"
2,3,Sage,0.9, 13.2  /  14.6  /  7 ,50.2%,8.7%,187,0.1%,"356,457"
3,4,Jett,1.09, 16.8  /  15.5  /  3.9 ,49.8%,8.5%,238,0.2%,"347,120"
4,5,Killjoy,1.01, 14.1  /  14  /  4 ,50.7%,8.3%,201,0.1%,"340,251"
5,6,Raze,1.03, 15.9  /  15.5  /  5.2 ,49.8%,6.3%,236,0.2%,"255,807"
6,7,Sova,0.99, 14.2  /  14.4  /  5.7 ,50.2%,5.5%,204,0.1%,"225,585"
7,8,Brimstone,0.96, 14.1  /  14.7  /  8.3 ,51.2%,5.5%,205,0.1%,"224,794"
8,9,Deadlock,0.97, 14.4  /  14.8  /  3.9 ,48.7%,4.9%,205,0.1%,"200,370"
9,10,Skye,0.91, 13.5  /  14.9  /  7.7 ,48.8%,4.6%,194,0.1%,"185,820"
10,11,Phoenix,1.09, 16.4  /  15.1  /  4.7 ,50.2%,3.6%,236,0.2%,"146,351"
11,12,Gekko,0.9, 13.5  /  15  /  4.7 ,48.1%,2.9%,190,0.1%,"118,589"
12,13,KAY/O,0.89, 13.5  /  15.2  /  8.1 ,46.7%,2.9%,196,0.1%,"117,494"
13,14,Cypher,0.99, 14.1  /  14.2  /  5 ,49.1%,2.7%,196,0.1%,"108,802"
14,15,Chamber,1.07, 15.8  /  14.7  /  3.2 ,49.2%,2.5%,219,0.2%,"102,161"
15,16,Fade,0.92, 13.7  /  14.9  /  6.3 ,48.8%,2.3%,195,0.1%,"94,313"
16,17,Viper,0.97, 14.1  /  14.5  /  5.5 ,49.3%,2.1%,201,0.1%,"84,273"
17,18,Breach,0.93, 14.2  /  15.2  /  6.2 ,48.3%,2.0%,202,0.1%,"81,168"
18,19,Neon,0.98, 15.5  /  15.9  /  4.2 ,48.0%,2.0%,223,0.2%,"80,221"
19,20,Yoru,0.99, 15.1  /  15.3  /  4.3 ,46.1%,1.8%,214,0.1%,"74,490"
20,21,Astra,1.02, 14.8  /  14.5  /  6.3 ,49.5%,1.1%,207,0.1%,"46,353"
21,22,Harbor,0.9, 13.6  /  15.1  /  5.8 ,45.4%,0.6%,193,0.1%,"24,599"
