,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.77, 10.9  /  14.2  /  6.2 ,50.6%,12.0%,162,0.1%,"119,541"
1,2,Reyna,1.02, 14.9  /  14.6  /  4.6 ,49.8%,10.6%,219,0.2%,"105,739"
2,3,Raze,0.91, 13.4  /  14.8  /  4.8 ,49.4%,7.3%,205,0.1%,"72,230"
3,4,Omen,0.85, 12.5  /  14.6  /  4.9 ,48.3%,6.2%,182,0.1%,"61,887"
4,5,Jett,0.93, 13.8  /  14.8  /  3.9 ,48.8%,5.6%,204,0.2%,"55,296"
5,6,Deadlock,0.86, 12.5  /  14.5  /  4 ,49.3%,5.5%,183,0.1%,"54,341"
6,7,Gekko,0.79, 11.5  /  14.5  /  4.6 ,49.8%,4.9%,169,0.1%,"48,691"
7,8,Brimstone,0.87, 12.4  /  14.2  /  6.2 ,50.8%,4.8%,186,0.1%,"47,236"
8,9,Skye,0.79, 11.3  /  14.4  /  7 ,49.9%,4.7%,170,0.1%,"46,912"
9,10,Phoenix,0.92, 13.4  /  14.5  /  4.4 ,48.7%,4.4%,199,0.1%,"43,839"
10,11,Killjoy,0.86, 11.8  /  13.8  /  4.1 ,51.1%,4.4%,177,0.1%,"43,364"
11,12,Yoru,0.86, 12.7  /  14.7  /  4.2 ,47.1%,4.2%,185,0.1%,"41,897"
12,13,Neon,0.87, 13.1  /  15.1  /  4.1 ,48.5%,4.0%,196,0.2%,"39,299"
13,14,Fade,0.78, 11.4  /  14.6  /  6.1 ,49.2%,3.5%,170,0.1%,"35,094"
14,15,Sova,0.8, 11.6  /  14.5  /  4.9 ,47.8%,3.4%,174,0.1%,"33,621"
15,16,Viper,0.82, 11.8  /  14.3  /  4.9 ,48.8%,3.2%,175,0.1%,"31,558"
16,17,Cypher,0.86, 12  /  14  /  4.7 ,48.5%,2.7%,175,0.1%,"26,773"
17,18,KAY/O,0.78, 11.5  /  14.8  /  7.6 ,47.0%,2.5%,175,0.1%,"24,803"
18,19,Breach,0.86, 12.6  /  14.7  /  5.6 ,50.6%,2.5%,186,0.1%,"24,794"
19,20,Chamber,0.92, 13.1  /  14.3  /  3.5 ,48.2%,2.2%,190,0.2%,"21,432"
20,21,Harbor,0.8, 11.7  /  14.7  /  5.2 ,48.0%,0.9%,172,0.1%,"9,135"
21,22,Astra,0.89, 12.5  /  14  /  4.8 ,48.5%,0.5%,182,0.1%,"5,397"
