,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.11, 17.8  /  16.1  /  3.9 ,49.6%,13.1%,249,0.1%,"30,149",Duelist
1,2,Sage,0.92, 13.7  /  14.9  /  7.1 ,50.5%,12.3%,190,0.1%,"28,219",Sentinel
2,3,Reyna,1.15, 18.1  /  15.8  /  4.3 ,50.4%,11.7%,251,0.1%,"27,016",Duelist
3,4,Viper,1.01, 15  /  14.8  /  5.6 ,50.3%,11.5%,207,0.2%,"26,404",Controller
4,5,Sova,1.0, 14.7  /  14.8  /  5.4 ,49.2%,9.8%,205,0.1%,"22,495",Initiator
5,6,Killjoy,1.01, 14.6  /  14.4  /  3.8 ,51.2%,6.5%,203,0.2%,"14,988",Sentinel
6,7,Raze,1.03, 16.6  /  16  /  4.6 ,48.1%,6.2%,238,0.1%,"14,223",Duelist
7,8,Omen,0.97, 15  /  15.6  /  5.8 ,47.0%,4.4%,209,0.1%,"10,035",Controller
8,9,KAY/O,0.93, 14.5  /  15.6  /  8.7 ,46.6%,3.9%,208,0.1%,"8,967",Initiator
9,10,Chamber,1.09, 16.1  /  14.9  /  3 ,48.5%,3.1%,219,0.1%,"7,188",Sentinel
10,11,Fade,0.94, 14.4  /  15.3  /  6.3 ,49.1%,2.9%,201,0.1%,"6,737",Initiator
11,12,Skye,0.94, 14.3  /  15.2  /  7.3 ,49.5%,2.8%,200,0.1%,"6,447",Initiator
12,13,Phoenix,1.08, 17  /  15.7  /  4.2 ,47.8%,2.2%,235,0.1%,"5,172",Duelist
13,14,Brimstone,0.95, 14.3  /  15.1  /  7 ,50.4%,2.1%,202,0.1%,"4,880",Controller
14,15,Harbor,0.92, 14.1  /  15.3  /  5.9 ,47.2%,1.7%,194,0.1%,"3,867",Controller
15,16,Neon,0.98, 16.4  /  16.6  /  4.2 ,48.0%,1.6%,230,0.1%,"3,591",Duelist
16,17,Cypher,0.98, 14.6  /  14.9  /  4.4 ,46.8%,1.4%,198,0.1%,"3,123",Sentinel
17,18,Yoru,1.0, 15.7  /  15.8  /  4.1 ,45.6%,1.2%,218,0.1%,"2,773",Duelist
18,19,Breach,0.93, 14.3  /  15.4  /  6 ,45.3%,1.1%,202,0.1%,"2,432",Initiator
19,20,Astra,0.99, 15  /  15.1  /  5.3 ,45.8%,0.6%,205,0.1%,"1,273",Controller
