,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.11, 17.6  /  15.9  /  3.6 ,50.1%,15.9%,242,0.2%,"183,957"
1,2,Reyna,1.09, 17.2  /  15.8  /  3.9 ,50.7%,13.0%,237,0.2%,"149,889"
2,3,Sage,0.95, 14.1  /  14.8  /  6.9 ,51.3%,9.8%,190,0.1%,"113,220"
3,4,Sova,0.97, 14.4  /  14.8  /  6.4 ,49.2%,7.7%,201,0.1%,"88,842"
4,5,Chamber,1.08, 16.2  /  15  /  2.9 ,50.7%,7.4%,218,0.1%,"85,425"
5,6,Viper,1, 14.7  /  14.6  /  5.4 ,51.3%,7.0%,200,0.1%,"80,682"
6,7,Neon,1, 16.7  /  16.7  /  4 ,48.7%,6.8%,232,0.2%,"78,489"
7,8,Raze,1.02, 16.4  /  16  /  4.9 ,50.7%,5.1%,236,0.2%,"58,497"
8,9,Skye,0.94, 14.4  /  15.3  /  5.9 ,51.6%,4.6%,196,0.1%,"53,346"
9,10,Astra,1.03, 15.2  /  14.8  /  5.9 ,51.6%,4.3%,201,0.1%,"49,470"
10,11,Killjoy,0.99, 14.3  /  14.4  /  3.8 ,50.2%,4.0%,200,0.1%,"46,206"
11,12,Omen,0.98, 15  /  15.3  /  5.6 ,49.4%,3.9%,201,0.1%,"45,033"
12,13,Brimstone,0.97, 14.6  /  15.1  /  7 ,52.5%,3.0%,202,0.1%,"34,986"
13,14,Cypher,0.99, 14.8  /  14.9  /  4 ,46.0%,2.8%,197,0.1%,"32,691"
14,15,Breach,0.89, 14.1  /  15.8  /  5.4 ,43.2%,1.9%,193,0.1%,"22,287"
15,16,KAY/O,0.93, 14.3  /  15.4  /  7.8 ,48.4%,1.5%,200,0.1%,"17,697"
16,17,Phoenix,1.05, 16.3  /  15.6  /  3.7 ,45.5%,0.7%,226,0.1%,"7,956"
17,18,Yoru,1, 15.8  /  15.8  /  3.3 ,52.0%,0.4%,222,0.2%,"5,100"
