,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.73, 10.2  /  13.9  /  5.7 ,50.7%,13.2%,152,0.1%,"64,083"
1,2,Reyna,0.96, 13.8  /  14.4  /  4.2 ,50.1%,11.0%,204,0.1%,"53,080"
2,3,Raze,0.88, 12.7  /  14.5  /  4.6 ,50.0%,8.4%,197,0.1%,"40,577"
3,4,Jett,0.87, 12.6  /  14.4  /  3.5 ,48.8%,7.0%,188,0.1%,"34,124"
4,5,Omen,0.83, 11.9  /  14.4  /  4.5 ,49.0%,6.5%,175,0.1%,"31,249"
5,6,Phoenix,0.86, 12.2  /  14.3  /  4 ,47.1%,5.6%,184,0.1%,"27,134"
6,7,Yoru,0.83, 11.9  /  14.5  /  3.9 ,47.9%,5.5%,176,0.1%,"26,552"
7,8,Gekko,0.75, 10.8  /  14.4  /  4.2 ,50.1%,5.3%,159,0.1%,"25,509"
8,9,Neon,0.81, 11.8  /  14.7  /  3.7 ,48.0%,4.6%,178,0.1%,"22,388"
9,10,Fade,0.73, 10.6  /  14.5  /  5.5 ,49.6%,4.3%,159,0.1%,"20,755"
10,11,Sova,0.77, 10.9  /  14.2  /  4.5 ,48.8%,4.1%,164,0.1%,"19,724"
11,12,Killjoy,0.8, 10.9  /  13.6  /  3.9 ,51.5%,4.0%,166,0.1%,"19,521"
12,13,Viper,0.76, 10.9  /  14.2  /  4.4 ,49.1%,3.7%,163,0.1%,"17,966"
13,14,Brimstone,0.8, 11.2  /  14.1  /  5.4 ,48.4%,3.4%,171,0.1%,"16,635"
14,15,Skye,0.76, 10.8  /  14.1  /  6.6 ,49.3%,3.4%,163,0.1%,"16,614"
15,16,Cypher,0.84, 11.4  /  13.7  /  4.6 ,50.7%,2.7%,168,0.1%,"12,944"
16,17,KAY/O,0.74, 10.8  /  14.6  /  6.9 ,47.6%,2.6%,165,0.1%,"12,599"
17,18,Chamber,0.86, 12.2  /  14.1  /  3.3 ,48.9%,1.9%,177,0.1%,"9,198"
18,19,Breach,0.82, 11.4  /  14  /  4.8 ,47.9%,1.3%,174,0.1%,"6,338"
19,20,Harbor,0.72, 10.4  /  14.5  /  4.5 ,48.6%,0.9%,155,0.1%,"4,581"
20,21,Astra,0.87, 11.2  /  12.9  /  3.9 ,46.2%,0.6%,171,0.1%,"2,864"
