,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.8, 11.2  /  14.1  /  4.5 ,51.3%,17.8%,165,0.1%,"1,041,981"
1,2,Reyna,1.03, 15  /  14.5  /  4.2 ,51.4%,12.0%,222,0.2%,"704,565"
2,3,Jett,0.97, 14.2  /  14.7  /  3.9 ,50.3%,9.4%,212,0.2%,"550,086"
3,4,Raze,0.92, 13.4  /  14.7  /  4.8 ,50.4%,9.4%,209,0.1%,"550,086"
4,5,Killjoy,0.88, 11.9  /  13.6  /  4.3 ,53.2%,7.0%,184,0.1%,"409,173"
5,6,Sova,0.83, 11.8  /  14.2  /  5.1 ,50.0%,6.9%,179,0.1%,"405,909"
6,7,Omen,0.87, 12.7  /  14.6  /  4.2 ,50.8%,6.4%,186,0.1%,"377,094"
7,8,Phoenix,0.9, 13.1  /  14.6  /  3.9 ,49.1%,5.5%,197,0.2%,"322,167"
8,9,Viper,0.81, 11.6  /  14.2  /  4.7 ,50.1%,5.4%,173,0.1%,"316,608"
9,10,KAY/O,0.8, 11.7  /  14.7  /  6.3 ,47.7%,4.0%,177,0.1%,"232,866"
10,11,Brimstone,0.83, 12.1  /  14.5  /  5.3 ,50.1%,3.9%,179,0.1%,"227,103"
11,12,Yoru,0.86, 12.6  /  14.6  /  3.5 ,48.6%,3.7%,187,0.1%,"217,974"
12,13,Skye,0.82, 11.8  /  14.3  /  4.5 ,51.2%,3.6%,173,0.1%,"208,233"
13,14,Cypher,0.85, 11.8  /  13.9  /  4.3 ,50.0%,3.0%,173,0.1%,"175,134"
14,15,Breach,0.82, 12.1  /  14.8  /  4.6 ,50.8%,1.4%,180,0.1%,"80,223"
15,16,Astra,0.88, 12.4  /  14.1  /  4 ,47.1%,0.6%,182,0.1%,"36,720"
