,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.17, 17.9  /  15.3  /  4.6 ,50.4%,11.4%,251,0.1%,"30,617",Duelist
1,2,Sage,0.9, 13.2  /  14.7  /  7 ,50.6%,9.6%,186,0.1%,"25,719",Sentinel
2,3,Brimstone,0.98, 14.3  /  14.7  /  7.9 ,51.0%,8.4%,205,0.1%,"22,694",Controller
3,4,Jett,1.1, 17.2  /  15.6  /  3.9 ,49.5%,7.9%,241,0.1%,"21,334",Duelist
4,5,Killjoy,0.99, 14.1  /  14.3  /  4.2 ,50.3%,7.5%,200,0.2%,"20,286",Sentinel
5,6,Breach,0.93, 14.3  /  15.3  /  6.3 ,48.3%,6.6%,201,0.1%,"17,739",Initiator
6,7,Raze,1.05, 16.3  /  15.5  /  4.9 ,49.3%,6.0%,238,0.1%,"16,048",Duelist
7,8,Gekko,0.94, 13.9  /  14.7  /  4.9 ,49.9%,5.3%,194,0.1%,"14,205",Initiator
8,9,Omen,0.96, 14.5  /  15.1  /  6.2 ,47.2%,4.4%,204,0.1%,"11,734",Controller
9,10,Viper,0.96, 14.2  /  14.7  /  5.6 ,49.0%,4.2%,200,0.2%,"11,252",Controller
10,11,Fade,0.93, 13.9  /  14.9  /  6.2 ,49.4%,3.7%,197,0.1%,"10,086",Initiator
11,12,Cypher,0.99, 14.4  /  14.5  /  5 ,49.3%,3.7%,199,0.1%,"10,011",Sentinel
12,13,Skye,0.92, 13.8  /  15  /  7.3 ,49.0%,3.4%,195,0.1%,"9,099",Initiator
13,14,Neon,1.0, 16.2  /  16.1  /  4.4 ,48.4%,3.2%,230,0.1%,"8,718",Duelist
14,15,KAY/O,0.9, 13.8  /  15.4  /  8.6 ,46.5%,3.1%,200,0.1%,"8,258",Initiator
15,16,Phoenix,1.1, 16.6  /  15.2  /  4.6 ,49.0%,3.0%,236,0.1%,"8,198",Duelist
16,17,Chamber,1.07, 15.9  /  14.8  /  3.3 ,48.0%,2.6%,219,0.1%,"6,967",Sentinel
17,18,Sova,0.96, 14  /  14.7  /  5.4 ,49.0%,2.2%,203,0.1%,"5,868",Initiator
18,19,Yoru,1.01, 15.4  /  15.3  /  4.4 ,47.5%,1.5%,218,0.1%,"4,163",Duelist
19,20,Harbor,0.88, 13.4  /  15.3  /  5.7 ,42.5%,1.1%,189,0.1%,"3,057",Controller
20,21,Astra,1.02, 14.7  /  14.5  /  6 ,49.1%,1.1%,205,0.1%,"2,974",Controller
