,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.85, 12.2  /  14.4  /  6.4 ,50.8%,14.9%,177,0.1%,"1,869,762"
1,2,Reyna,1.08, 16.3  /  15  /  4.2 ,50.0%,12.2%,235,0.2%,"1,538,058"
2,3,Chamber,1.02, 14.7  /  14.4  /  3.6 ,49.6%,7.3%,207,0.1%,"916,011"
3,4,Omen,0.91, 13.6  /  14.9  /  4.6 ,50.0%,7.1%,195,0.1%,"897,651"
4,5,Raze,0.96, 14.6  /  15.2  /  4.8 ,50.4%,6.9%,220,0.1%,"869,805"
5,6,Jett,1, 15.3  /  15.3  /  3.9 ,49.1%,5.4%,222,0.2%,"684,165"
6,7,Fade,0.87, 12.9  /  14.9  /  6.4 ,48.7%,5.4%,188,0.1%,"679,218"
7,8,Viper,0.89, 12.9  /  14.5  /  5.1 ,49.9%,4.9%,188,0.1%,"617,763"
8,9,Sova,0.88, 12.8  /  14.6  /  5.1 ,49.0%,4.9%,188,0.1%,"614,142"
9,10,Killjoy,0.91, 12.7  /  14.1  /  4.2 ,52.3%,4.9%,188,0.1%,"613,734"
10,11,Brimstone,0.9, 13.2  /  14.7  /  5.9 ,51.1%,4.6%,193,0.1%,"573,087"
11,12,Skye,0.86, 12.7  /  14.8  /  6.2 ,50.1%,4.2%,185,0.1%,"532,338"
12,13,KAY/O,0.83, 12.6  /  15.1  /  6.9 ,47.0%,3.6%,188,0.1%,"447,423"
13,14,Neon,0.94, 14.6  /  15.6  /  4 ,47.8%,3.4%,213,0.2%,"424,830"
14,15,Yoru,0.92, 13.9  /  15.1  /  3.7 ,48.1%,3.3%,200,0.1%,"420,393"
15,16,Phoenix,0.97, 14.4  /  14.8  /  3.9 ,48.7%,2.4%,211,0.2%,"296,055"
16,17,Cypher,0.89, 12.9  /  14.4  /  4.5 ,47.3%,2.3%,185,0.1%,"286,722"
17,18,Breach,0.88, 13.3  /  15  /  4.8 ,49.2%,1.7%,194,0.1%,"214,608"
18,19,Astra,0.93, 13.4  /  14.3  /  4.6 ,47.8%,0.7%,191,0.1%,"88,128"
