,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.95, 14.1  /  14.9  /  7.6 ,50.9%,11.9%,197,0.1%,"744,733",Sentinel
1,2,Jett,1.09, 17.4  /  16.1  /  3.9 ,48.9%,11.0%,242,0.1%,"688,047",Duelist
2,3,Omen,1.0, 15.2  /  15.2  /  7.3 ,49.1%,9.9%,209,0.1%,"622,685",Controller
3,4,Reyna,1.14, 17.9  /  15.7  /  4.5 ,50.0%,9.9%,247,0.1%,"621,317",Duelist
4,5,Raze,1.06, 17  /  16  /  5 ,50.1%,9.8%,246,0.1%,"611,187",Duelist
5,6,Skye,0.96, 14.4  /  15  /  7.9 ,49.6%,7.1%,200,0.1%,"446,678",Initiator
6,7,Killjoy,1.01, 14.6  /  14.5  /  3.8 ,49.5%,5.9%,203,0.1%,"371,586",Sentinel
7,8,Cypher,1.02, 14.8  /  14.6  /  4.8 ,49.0%,5.2%,202,0.1%,"326,892",Sentinel
8,9,Brimstone,0.98, 14.7  /  15.1  /  8.9 ,50.5%,4.5%,209,0.1%,"280,088",Controller
9,10,Gekko,0.94, 14.3  /  15.1  /  4.8 ,49.3%,3.1%,196,0.1%,"196,794",Initiator
10,11,Astra,1.05, 15.5  /  14.7  /  6.7 ,49.6%,2.8%,211,0.1%,"174,781",Controller
11,12,Chamber,1.07, 16.2  /  15.1  /  3 ,47.4%,2.7%,219,0.1%,"170,334",Sentinel
12,13,Phoenix,1.11, 17.2  /  15.5  /  4.7 ,50.0%,2.6%,240,0.1%,"163,718",Duelist
13,14,KAY/O,0.92, 14.3  /  15.6  /  8.8 ,45.5%,2.6%,204,0.1%,"162,369",Initiator
14,15,Breach,0.95, 14.6  /  15.4  /  6.8 ,48.0%,2.4%,203,0.1%,"147,660",Initiator
15,16,Fade,0.96, 14.6  /  15.1  /  6.2 ,48.8%,2.1%,201,0.1%,"134,301",Initiator
16,17,Viper,1.01, 14.9  /  14.7  /  5.7 ,48.7%,2.1%,208,0.1%,"131,095",Controller
17,18,Sova,0.99, 14.7  /  14.9  /  5.4 ,47.9%,1.9%,207,0.1%,"120,763",Initiator
18,19,Yoru,1.02, 15.9  /  15.6  /  4.6 ,46.3%,1.0%,221,0.1%,"65,304",Duelist
19,20,Neon,0.97, 15.9  /  16.4  /  4.2 ,46.8%,1.0%,224,0.1%,"59,573",Duelist
20,21,Harbor,0.92, 14.1  /  15.3  /  6 ,45.3%,0.4%,196,0.1%,"27,898",Controller
