,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Sage,0.76, 10.9  /  14.4  /  5.9 ,50.9%,14.2%,162,0.1%,"10,480",Sentinel
1,2,Reyna,1.0, 14.7  /  14.7  /  4.3 ,49.8%,11.1%,216,0.1%,"8,141",Duelist
2,3,Raze,0.88, 13  /  14.9  /  4.2 ,48.2%,7.2%,196,0.1%,"5,290",Duelist
3,4,Jett,0.95, 14.2  /  15  /  3.8 ,48.7%,7.2%,209,0.1%,"5,289",Duelist
4,5,Omen,0.86, 12.7  /  14.7  /  4.4 ,47.0%,6.3%,188,0.1%,"4,634",Controller
5,6,Viper,0.82, 11.9  /  14.4  /  4.7 ,49.7%,6.0%,175,0.1%,"4,427",Controller
6,7,Sova,0.82, 11.8  /  14.4  /  4.6 ,49.8%,6.0%,174,0.1%,"4,393",Initiator
7,8,Yoru,0.85, 12.7  /  15  /  3.9 ,46.8%,5.3%,185,0.1%,"3,914",Duelist
8,9,Killjoy,0.84, 11.7  /  13.9  /  4.1 ,51.1%,5.1%,176,0.2%,"3,767",Sentinel
9,10,Fade,0.78, 11.3  /  14.6  /  5.7 ,50.0%,5.1%,170,0.1%,"3,738",Initiator
10,11,Neon,0.83, 12.8  /  15.3  /  3.9 ,48.1%,4.6%,190,0.1%,"3,407",Duelist
11,12,Phoenix,0.91, 13.4  /  14.7  /  4 ,49.3%,4.6%,196,0.1%,"3,349",Duelist
12,13,KAY/O,0.79, 11.6  /  14.7  /  7.2 ,47.1%,3.5%,176,0.1%,"2,551",Initiator
13,14,Skye,0.79, 11.5  /  14.6  /  6.3 ,51.1%,3.4%,171,0.1%,"2,513",Initiator
14,15,Brimstone,0.83, 12.2  /  14.7  /  5.2 ,46.6%,2.9%,181,0.1%,"2,124",Controller
15,16,Chamber,0.91, 13.2  /  14.5  /  3.5 ,48.3%,2.3%,189,0.1%,"1,674",Sentinel
16,17,Cypher,0.85, 12.1  /  14.2  /  4.6 ,48.0%,2.2%,174,0.2%,"1,655",Sentinel
17,18,Breach,0.83, 12.2  /  14.7  /  5.1 ,43.1%,1.3%,182,0.1%,935,Initiator
18,19,Harbor,0.79, 11.5  /  14.7  /  4.9 ,46.6%,1.2%,171,0.1%,869,Controller
19,20,Astra,0.86, 12.5  /  14.5  /  4.2 ,45.4%,0.6%,182,0.1%,412,Controller
