,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.78, 11.2  /  14.3  /  6 ,50.9%,15.4%,166,0.1%,"987,360"
1,2,Reyna,1.01, 14.9  /  14.7  /  4.1 ,50.4%,11.1%,220,0.2%,"707,268"
2,3,Raze,0.91, 13.5  /  14.9  /  4.7 ,50.2%,7.1%,206,0.1%,"452,370"
3,4,Omen,0.86, 12.6  /  14.7  /  4.3 ,50.1%,6.4%,184,0.1%,"411,825"
4,5,Chamber,0.96, 13.7  /  14.3  /  3.6 ,50.9%,6.0%,196,0.1%,"385,509"
5,6,Jett,0.93, 13.9  /  14.9  /  3.8 ,49.8%,5.8%,206,0.2%,"371,076"
6,7,Fade,0.78, 11.5  /  14.7  /  6.1 ,49.5%,5.3%,172,0.1%,"340,680"
7,8,Viper,0.83, 11.8  /  14.3  /  4.8 ,49.7%,5.2%,176,0.1%,"330,276"
8,9,Sova,0.81, 11.6  /  14.4  /  4.8 ,49.6%,4.9%,174,0.1%,"314,007"
9,10,Killjoy,0.84, 11.8  /  13.9  /  4.2 ,52.0%,4.6%,177,0.1%,"291,567"
10,11,Yoru,0.86, 12.8  /  14.9  /  3.6 ,47.2%,4.5%,187,0.1%,"290,037"
11,12,Neon,0.87, 13.3  /  15.3  /  3.9 ,48.6%,4.4%,197,0.2%,"284,631"
12,13,Skye,0.8, 11.7  /  14.6  /  5.9 ,49.4%,4.2%,173,0.1%,"267,189"
13,14,Brimstone,0.85, 12.2  /  14.4  /  5.4 ,51.0%,4.0%,182,0.1%,"253,062"
14,15,KAY/O,0.77, 11.5  /  15  /  6.5 ,46.5%,3.7%,175,0.1%,"237,354"
15,16,Phoenix,0.93, 13.6  /  14.6  /  3.8 ,48.4%,3.4%,202,0.1%,"214,557"
16,17,Cypher,0.86, 12.2  /  14.2  /  4.5 ,49.1%,2.1%,178,0.1%,"134,997"
17,18,Breach,0.82, 12  /  14.6  /  4.7 ,51.0%,1.4%,179,0.1%,"89,148"
18,19,Astra,0.91, 12.4  /  13.7  /  4.3 ,51.1%,0.5%,182,0.1%,"33,405"
