,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Jett,1.08, 17.3  /  16  /  3.5 ,49.2%,18.3%,235,0.1%,"124,509",Duelist
1,2,Killjoy,1.05, 15.3  /  14.5  /  3.6 ,50.4%,9.0%,208,0.1%,"61,259",Sentinel
2,3,Reyna,1.12, 17.6  /  15.8  /  4.3 ,50.3%,8.6%,241,0.1%,"58,540",Duelist
3,4,Astra,1.04, 15.1  /  14.6  /  7.2 ,49.7%,8.6%,204,0.1%,"58,379",Controller
4,5,Skye,0.95, 14.4  /  15.2  /  8.2 ,49.7%,7.5%,198,0.1%,"51,214",Initiator
5,6,Fade,0.97, 14.8  /  15.2  /  6.8 ,49.5%,6.6%,201,0.1%,"45,048",Initiator
6,7,Viper,1.04, 15.4  /  14.8  /  6.4 ,49.2%,6.5%,212,0.1%,"44,444",Controller
7,8,Cypher,1.02, 15.1  /  14.8  /  4.6 ,49.7%,5.1%,203,0.1%,"34,482",Sentinel
8,9,Gekko,0.96, 14.5  /  15.2  /  5 ,49.7%,4.7%,194,0.1%,"32,293",Initiator
9,10,Phoenix,1.1, 17.3  /  15.7  /  5 ,52.2%,4.7%,240,0.1%,"31,967",Duelist
10,11,Harbor,0.92, 14  /  15.3  /  6.7 ,46.1%,4.1%,191,0.1%,"28,174",Controller
11,12,Chamber,1.09, 16.5  /  15.1  /  2.6 ,47.7%,3.9%,218,0.1%,"26,476",Sentinel
12,13,Raze,1.05, 16.8  /  16  /  4.8 ,50.6%,2.9%,238,0.1%,"20,113",Duelist
13,14,Sage,0.97, 14.6  /  15.1  /  7.1 ,51.2%,2.2%,200,0.1%,"14,675",Sentinel
14,15,KAY/O,0.92, 14.5  /  15.7  /  9.4 ,44.7%,1.7%,204,0.1%,"11,613",Initiator
15,16,Brimstone,0.97, 14.5  /  14.9  /  9.6 ,53.1%,1.7%,204,0.1%,"11,372",Controller
16,17,Yoru,1.03, 16.3  /  15.8  /  4.7 ,50.1%,1.1%,222,0.1%,"7,754",Duelist
17,18,Sova,1.02, 15  /  14.8  /  6.1 ,48.1%,1.1%,209,0.1%,"7,678",Initiator
18,19,Omen,0.97, 14.9  /  15.3  /  7.8 ,47.9%,0.8%,204,0.1%,"5,663",Controller
19,20,Neon,0.96, 15.9  /  16.6  /  4.3 ,46.6%,0.7%,221,0.1%,"4,624",Duelist
20,21,Breach,0.92, 14.3  /  15.5  /  7.8 ,47.5%,0.3%,198,0.1%,"1,711",Initiator
