,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Sage,0.89, 12.8  /  14.4  /  6.4 ,51.4%,13.3%,185,0.1%,"2,304,333"
1,2,Reyna,1.13, 17  /  15.1  /  4.1 ,51.7%,12.1%,244,0.2%,"2,098,701"
2,3,Chamber,1.07, 15.4  /  14.4  /  3.5 ,50.8%,8.7%,216,0.2%,"1,507,152"
3,4,Omen,0.95, 14.2  /  15  /  4.7 ,49.7%,7.0%,202,0.1%,"1,208,343"
4,5,Jett,1.05, 16.1  /  15.3  /  3.9 ,50.2%,6.6%,232,0.2%,"1,146,939"
5,6,Raze,1, 15.2  /  15.2  /  4.8 ,50.6%,6.4%,227,0.1%,"1,102,671"
6,7,Viper,0.93, 13.5  /  14.5  /  5.3 ,50.2%,5.5%,194,0.1%,"959,463"
7,8,Brimstone,0.93, 13.7  /  14.7  /  6.1 ,51.2%,4.9%,199,0.1%,"854,709"
8,9,Fade,0.9, 13.3  /  14.8  /  6.3 ,51.0%,4.6%,193,0.1%,"801,057"
9,10,Killjoy,0.95, 13.3  /  14  /  4.1 ,52.1%,4.6%,195,0.1%,"791,622"
10,11,Sova,0.93, 13.5  /  14.6  /  5.2 ,49.6%,4.5%,196,0.1%,"776,424"
11,12,Skye,0.9, 13.4  /  14.8  /  6.2 ,49.4%,4.4%,193,0.1%,"755,106"
12,13,KAY/O,0.87, 13.2  /  15.1  /  7 ,47.2%,3.8%,194,0.1%,"663,612"
13,14,Neon,0.99, 15.3  /  15.6  /  4 ,49.8%,3.6%,223,0.2%,"629,901"
14,15,Phoenix,1.05, 15.6  /  14.8  /  4 ,50.9%,2.8%,226,0.2%,"479,604"
15,16,Yoru,0.95, 14.5  /  15.2  /  3.7 ,46.8%,2.8%,208,0.1%,"477,666"
16,17,Breach,0.91, 13.8  /  15.2  /  5.1 ,49.8%,1.9%,199,0.1%,"328,746"
17,18,Cypher,0.93, 13.4  /  14.3  /  4.5 ,47.9%,1.9%,190,0.1%,"323,646"
18,19,Astra,0.98, 14.1  /  14.3  /  4.7 ,50.8%,0.8%,198,0.1%,"136,527"
