,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Reyna,1.18, 18.1  /  15.4  /  4.6 ,50.4%,11.8%,254,0.1%,"1,023,363"
1,2,Jett,1.11, 17.4  /  15.6  /  3.9 ,49.4%,10.8%,243,0.1%,"936,468"
2,3,Sage,0.9, 13.2  /  14.8  /  7.1 ,50.0%,9.1%,187,0.1%,"787,755"
3,4,Killjoy,0.99, 14.1  /  14.1  /  4 ,50.3%,5.9%,199,0.1%,"510,876"
4,5,Viper,1, 14.5  /  14.5  /  5.9 ,50.0%,5.8%,205,0.1%,"507,082"
5,6,Skye,0.93, 14  /  15  /  7.8 ,49.0%,5.3%,197,0.1%,"458,745"
6,7,Raze,1.05, 16.4  /  15.7  /  4.9 ,49.6%,5.2%,239,0.1%,"452,129"
7,8,Gekko,0.94, 14  /  14.9  /  5 ,50.5%,5.2%,194,0.1%,"448,534"
8,9,Omen,0.97, 14.7  /  15.2  /  6.3 ,47.7%,4.9%,205,0.1%,"427,717"
9,10,Brimstone,0.96, 14.2  /  14.8  /  7.9 ,50.6%,4.3%,205,0.1%,"373,322"
10,11,Chamber,1.09, 16  /  14.6  /  3.2 ,48.2%,4.1%,218,0.1%,"355,198"
11,12,Fade,0.95, 14.2  /  15  /  6.4 ,49.7%,4.0%,200,0.1%,"350,625"
12,13,Phoenix,1.13, 17.2  /  15.2  /  4.8 ,50.6%,3.8%,243,0.1%,"331,449"
13,14,Cypher,1, 14.3  /  14.4  /  4.9 ,49.0%,3.6%,198,0.1%,"311,182"
14,15,Harbor,0.9, 13.6  /  15.1  /  6.1 ,47.2%,3.0%,190,0.1%,"263,331"
15,16,Sova,0.98, 14.4  /  14.6  /  5.6 ,48.4%,2.8%,204,0.1%,"239,877"
16,17,KAY/O,0.91, 14  /  15.4  /  8.3 ,45.5%,2.7%,202,0.1%,"235,748"
17,18,Astra,1.05, 15  /  14.3  /  6.2 ,50.4%,2.5%,206,0.1%,"217,264"
18,19,Neon,1, 16.1  /  16.2  /  4.3 ,47.7%,2.0%,229,0.1%,"171,496"
19,20,Yoru,1.01, 15.7  /  15.5  /  4.6 ,46.9%,1.7%,220,0.1%,"144,906"
20,21,Breach,0.93, 14.3  /  15.4  /  6.3 ,47.4%,1.6%,203,0.1%,"142,382"
