,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.82, 11.6  /  14.2  /  6.8 ,49.5%,13.4%,172,0.1%,"16,990"
1,2,Reyna,1, 15  /  15  /  4.7 ,48.5%,10.9%,221,0.1%,"13,835"
2,3,Raze,0.95, 14.3  /  15.1  /  5.3 ,49.3%,7.3%,218,0.1%,"9,344"
3,4,Killjoy,0.93, 12.7  /  13.7  /  4.5 ,52.5%,7.2%,189,0.2%,"9,115"
4,5,Omen,0.88, 13.1  /  14.9  /  5.6 ,48.2%,6.5%,189,0.1%,"8,245"
5,6,Jett,0.95, 14.5  /  15.1  /  3.9 ,47.6%,6.2%,211,0.1%,"7,938"
6,7,Sova,0.86, 12.5  /  14.5  /  5.2 ,48.6%,5.1%,185,0.1%,"6,524"
7,8,Fade,0.79, 11.7  /  14.7  /  6 ,48.0%,4.8%,174,0.1%,"6,070"
8,9,Phoenix,0.93, 13.8  /  14.8  /  4.6 ,48.0%,4.4%,206,0.1%,"5,543"
9,10,Brimstone,0.9, 13.1  /  14.6  /  7 ,51.0%,4.1%,195,0.1%,"5,245"
10,11,Yoru,0.88, 13.2  /  15.1  /  4.3 ,46.4%,4.1%,191,0.1%,"5,205"
11,12,Viper,0.88, 12.7  /  14.5  /  5.2 ,49.1%,3.8%,186,0.1%,"4,883"
12,13,Neon,0.88, 13.7  /  15.5  /  4.3 ,47.9%,3.7%,200,0.1%,"4,751"
13,14,Gekko,0.86, 12.5  /  14.6  /  4.7 ,49.6%,3.6%,181,0.1%,"4,615"
14,15,Skye,0.81, 11.9  /  14.6  /  7.5 ,49.3%,3.6%,176,0.1%,"4,600"
15,16,KAY/O,0.79, 11.9  /  15.1  /  7.7 ,45.7%,3.4%,179,0.1%,"4,321"
16,17,Cypher,0.88, 12.4  /  14.2  /  5 ,47.1%,2.7%,180,0.1%,"3,413"
17,18,Chamber,0.96, 13.8  /  14.4  /  3.5 ,49.9%,1.9%,199,0.1%,"2,384"
18,19,Breach,0.86, 12.9  /  15.1  /  5.7 ,48.3%,1.4%,190,0.1%,"1,792"
19,20,Harbor,0.8, 11.9  /  14.8  /  5.3 ,44.9%,1.1%,176,0.1%,"1,404"
20,21,Astra,0.94, 13.4  /  14.3  /  5.5 ,49.7%,0.8%,192,0.1%,"1,030"
