,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Sage,0.84, 12  /  14.3  /  6.9 ,49.4%,12.9%,175,0.1%,"29,240"
1,2,Reyna,1.05, 15.9  /  15.1  /  4.7 ,48.8%,11.2%,231,0.1%,"25,379"
2,3,Killjoy,0.95, 13.1  /  13.8  /  4.4 ,51.2%,8.3%,193,0.2%,"18,821"
3,4,Omen,0.92, 13.6  /  14.7  /  5.8 ,48.1%,7.2%,197,0.1%,"16,457"
4,5,Raze,0.97, 14.7  /  15.1  /  5.2 ,49.7%,7.2%,222,0.1%,"16,438"
5,6,Jett,0.99, 15.1  /  15.3  /  4 ,48.5%,6.6%,219,0.1%,"14,912"
6,7,Sova,0.91, 13.1  /  14.4  /  5.4 ,48.9%,5.7%,193,0.1%,"12,881"
7,8,Fade,0.84, 12.5  /  14.9  /  6.2 ,47.9%,4.7%,182,0.1%,"10,594"
8,9,Brimstone,0.92, 13.3  /  14.4  /  7.1 ,51.6%,4.5%,197,0.1%,"10,185"
9,10,Phoenix,1, 14.8  /  14.9  /  4.7 ,48.6%,4.1%,217,0.1%,"9,354"
10,11,Skye,0.84, 12.5  /  14.8  /  7.7 ,47.3%,4.0%,184,0.1%,"9,171"
11,12,KAY/O,0.84, 12.5  /  14.9  /  7.7 ,47.3%,3.8%,187,0.1%,"8,617"
12,13,Viper,0.89, 12.9  /  14.5  /  5.2 ,48.5%,3.7%,188,0.1%,"8,315"
13,14,Neon,0.91, 14.2  /  15.6  /  4.2 ,46.9%,3.5%,207,0.1%,"7,978"
14,15,Yoru,0.9, 13.7  /  15.2  /  4.3 ,45.8%,3.3%,197,0.1%,"7,477"
15,16,Cypher,0.92, 12.9  /  14.1  /  5.1 ,48.6%,3.0%,186,0.1%,"6,922"
16,17,Chamber,0.99, 14.3  /  14.5  /  3.4 ,48.8%,2.4%,204,0.1%,"5,413"
17,18,Breach,0.88, 13.3  /  15.1  /  5.9 ,48.0%,1.9%,195,0.1%,"4,291"
18,19,Harbor,0.86, 12.5  /  14.6  /  5.5 ,49.2%,1.2%,182,0.1%,"2,723"
19,20,Astra,0.95, 13.8  /  14.5  /  5.6 ,48.1%,1.0%,197,0.1%,"2,262"
