,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Jett,1.11, 17.6  /  15.9  /  3.5 ,51.0%,16.5%,240,0.2%,"93,993"
1,2,Reyna,1.08, 17.1  /  15.8  /  3.8 ,51.6%,12.9%,235,0.2%,"73,491"
2,3,Sova,0.97, 14.1  /  14.5  /  6.4 ,53.1%,9.6%,196,0.1%,"54,723"
3,4,Sage,0.98, 14.5  /  14.9  /  7.1 ,53.3%,8.7%,196,0.1%,"49,470"
4,5,Chamber,1.09, 16.1  /  14.8  /  2.7 ,49.2%,8.2%,217,0.1%,"46,512"
5,6,Viper,1, 15  /  14.9  /  5.5 ,50.9%,7.7%,199,0.1%,"44,013"
6,7,Neon,0.95, 16  /  16.8  /  4 ,48.7%,6.7%,223,0.2%,"37,995"
7,8,Astra,1, 14.7  /  14.7  /  6.2 ,50.2%,5.4%,196,0.1%,"30,855"
8,9,Raze,1.02, 16.5  /  16.1  /  4.9 ,51.2%,4.5%,234,0.2%,"25,908"
9,10,Skye,0.94, 14.4  /  15.3  /  5.7 ,45.4%,3.7%,197,0.1%,"21,012"
10,11,Killjoy,1.06, 15.3  /  14.5  /  3.7 ,52.0%,3.6%,209,0.1%,"20,604"
11,12,Omen,0.98, 14.7  /  15  /  6.1 ,50.7%,3.0%,199,0.1%,"17,187"
12,13,Cypher,1, 14.5  /  14.6  /  4.1 ,52.1%,2.8%,194,0.1%,"15,759"
13,14,Brimstone,0.97, 14.5  /  14.9  /  6.8 ,48.3%,2.7%,201,0.1%,"15,198"
14,15,Breach,0.91, 13.8  /  15.2  /  5.5 ,47.0%,1.9%,189,0.1%,"11,067"
15,16,KAY/O,0.86, 13.8  /  16  /  8.4 ,43.9%,1.5%,193,0.1%,"8,364"
16,17,Phoenix,0.97, 15.4  /  15.9  /  3.6 ,42.2%,0.4%,215,0.2%,"2,295"
17,18,Yoru,0.97, 15.8  /  16.2  /  3.2 ,42.9%,0.4%,212,0.1%,"2,142"
