,Rank,Agent,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
0,1,Reyna,1.14, 17.7  /  15.6  /  4.3 ,51.0%,12.1%,249,0.2%,"2,211,105"
1,2,Chamber,1.1, 16.3  /  14.9  /  3.1 ,50.2%,10.1%,222,0.2%,"1,839,876"
2,3,Jett,1.09, 17.2  /  15.8  /  3.7 ,50.4%,10.0%,241,0.2%,"1,835,796"
3,4,Sage,0.91, 13.5  /  14.8  /  6.6 ,51.0%,9.6%,189,0.1%,"1,758,429"
4,5,Raze,1.04, 16.5  /  15.8  /  4.8 ,50.3%,6.0%,239,0.2%,"1,103,181"
5,6,Viper,0.98, 14.2  /  14.6  /  5.3 ,50.6%,5.8%,200,0.1%,"1,068,195"
6,7,Brimstone,0.96, 14.3  /  14.9  /  7.2 ,51.2%,5.6%,203,0.1%,"1,018,827"
7,8,Omen,0.96, 14.7  /  15.3  /  6 ,48.4%,5.5%,204,0.1%,"998,223"
8,9,Sova,0.97, 14.3  /  14.7  /  5.4 ,50.3%,5.5%,202,0.1%,"996,948"
9,10,Fade,0.94, 14.1  /  15  /  6.3 ,50.5%,5.1%,198,0.1%,"931,260"
10,11,Skye,0.93, 14.1  /  15.1  /  6.9 ,49.6%,3.6%,198,0.1%,"661,113"
11,12,Killjoy,0.98, 14.1  /  14.3  /  3.9 ,51.3%,3.4%,199,0.1%,"622,761"
12,13,Phoenix,1.12, 17.1  /  15.3  /  4.3 ,51.4%,3.3%,242,0.2%,"609,756"
13,14,KAY/O,0.9, 14  /  15.4  /  7.8 ,46.4%,3.3%,200,0.1%,"594,711"
14,15,Cypher,0.99, 14.3  /  14.5  /  4.6 ,49.4%,2.8%,197,0.1%,"507,042"
15,16,Breach,0.93, 14.4  /  15.4  /  6.4 ,48.9%,2.4%,202,0.1%,"443,853"
16,17,Neon,1, 16.2  /  16.2  /  4.1 ,49.2%,1.9%,229,0.2%,"352,359"
17,18,Astra,1.03, 14.9  /  14.5  /  5.7 ,50.2%,1.5%,204,0.1%,"268,668"
18,19,Yoru,0.99, 15.5  /  15.7  /  4.2 ,47.1%,1.4%,217,0.1%,"249,135"
19,20,Harbor,0.88, 13.5  /  15.3  /  4.8 ,45.4%,1.2%,189,0.1%,"215,934"
