,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches 
0,1,Raze,1.06, 16.9  /  15.9  /  4.8 ,49.8%,10.7%,243,0.1%,"833,590"
1,2,Reyna,1.15, 17.9  /  15.5  /  4.3 ,49.9%,10.4%,247,0.1%,"814,882"
2,3,Jett,1.09, 17.3  /  15.8  /  3.6 ,48.9%,9.0%,238,0.1%,"705,252"
3,4,Sage,0.91, 13.5  /  14.8  /  6.8 ,50.3%,8.7%,188,0.1%,"679,759"
4,5,Brimstone,0.98, 14.5  /  14.8  /  7.8 ,50.6%,8.6%,204,0.1%,"670,105"
5,6,Skye,0.94, 14.2  /  15  /  7.3 ,49.5%,7.4%,197,0.1%,"582,647"
6,7,Omen,0.97, 14.7  /  15.2  /  6.6 ,47.8%,6.6%,204,0.1%,"518,243"
7,8,Killjoy,0.97, 13.9  /  14.3  /  3.7 ,49.5%,6.0%,194,0.1%,"467,308"
8,9,Cypher,0.98, 14.2  /  14.5  /  4.6 ,48.8%,4.6%,194,0.1%,"362,516"
9,10,Chamber,1.08, 15.9  /  14.8  /  2.9 ,48.3%,3.9%,215,0.1%,"302,706"
10,11,Sova,0.99, 14.5  /  14.7  /  5.4 ,49.4%,3.5%,204,0.1%,"273,962"
11,12,Gekko,0.93, 14  /  15.1  /  4.6 ,49.6%,3.2%,192,0.1%,"251,881"
12,13,Phoenix,1.11, 17  /  15.4  /  4.4 ,50.4%,3.0%,238,0.1%,"237,965"
13,14,Fade,0.94, 14.2  /  15.1  /  6.2 ,49.0%,3.0%,197,0.1%,"235,732"
14,15,Viper,0.99, 14.6  /  14.7  /  5.4 ,49.1%,2.9%,203,0.1%,"224,462"
15,16,KAY/O,0.9, 14  /  15.5  /  8.2 ,45.1%,2.1%,200,0.1%,"164,161"
16,17,Breach,0.92, 14.3  /  15.5  /  6 ,47.5%,1.8%,199,0.1%,"142,942"
17,18,Yoru,1.02, 15.9  /  15.6  /  4.3 ,47.2%,1.5%,221,0.1%,"113,878"
18,19,Astra,1.02, 14.9  /  14.7  /  6 ,48.6%,1.3%,204,0.1%,"104,268"
19,20,Neon,0.97, 15.8  /  16.3  /  3.9 ,46.4%,1.1%,222,0.1%,"82,777"
20,21,Harbor,0.9, 13.7  /  15.2  /  5.6 ,45.7%,0.7%,189,0.1%,"57,282"
