,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Raze,1.05, 17.1  /  16.2  /  4.8 ,49.4%,13.9%,242,0.1%,"209,854",Duelist
1,2,Jett,1.08, 17.5  /  16.1  /  3.4 ,48.5%,12.7%,236,0.1%,"191,881",Duelist
2,3,Brimstone,0.99, 14.8  /  15  /  8.8 ,50.3%,12.1%,205,0.1%,"182,583",Controller
3,4,Skye,0.96, 14.6  /  15.1  /  7.7 ,48.9%,12.0%,198,0.1%,"181,523",Initiator
4,5,Cypher,0.99, 14.7  /  14.8  /  4.5 ,48.3%,6.9%,195,0.1%,"104,984",Sentinel
5,6,Reyna,1.13, 17.8  /  15.7  /  4.2 ,49.6%,6.7%,241,0.1%,"101,748",Duelist
6,7,Sage,0.96, 14.3  /  14.9  /  6.9 ,51.3%,4.9%,194,0.1%,"73,782",Sentinel
7,8,Killjoy,1.01, 14.6  /  14.4  /  3.4 ,48.9%,4.7%,198,0.1%,"70,423",Sentinel
8,9,Chamber,1.08, 16.2  /  15.1  /  2.6 ,47.5%,4.5%,214,0.1%,"68,030",Sentinel
9,10,Sova,1.01, 14.9  /  14.7  /  5.8 ,49.2%,4.3%,205,0.1%,"65,263",Initiator
10,11,Omen,0.97, 14.9  /  15.3  /  7.8 ,47.2%,4.3%,203,0.1%,"64,738",Controller
11,12,Fade,0.98, 14.8  /  15.1  /  6.7 ,49.2%,2.7%,201,0.1%,"40,451",Initiator
12,13,Viper,1.05, 15.7  /  14.9  /  5.7 ,48.4%,1.9%,215,0.1%,"28,250",Controller
13,14,Phoenix,1.1, 17.3  /  15.6  /  4.5 ,50.3%,1.8%,237,0.1%,"26,958",Duelist
14,15,Astra,1.02, 15.2  /  14.9  /  7 ,47.7%,1.5%,204,0.1%,"22,028",Controller
15,16,Gekko,0.97, 14.7  /  15.2  /  4.8 ,49.1%,1.4%,196,0.1%,"21,644",Initiator
16,17,Yoru,1.05, 16.8  /  16  /  4.5 ,48.2%,1.3%,229,0.1%,"20,123",Duelist
17,18,KAY/O,0.92, 14.5  /  15.7  /  9.2 ,43.1%,0.9%,204,0.1%,"13,807",Initiator
18,19,Breach,0.93, 14.5  /  15.6  /  7.4 ,44.9%,0.7%,198,0.1%,"10,493",Initiator
19,20,Harbor,0.92, 14.2  /  15.4  /  6.3 ,45.5%,0.5%,191,0.1%,"8,134",Controller
20,21,Neon,0.96, 15.9  /  16.5  /  4 ,44.5%,0.4%,219,0.1%,"5,394",Duelist
