,Rank ,Agent ,KD ,KDA ,Win % ,Pick % ,Avg. Score ,First Blood % ,Matches ,Roles 
0,1,Reyna,1.2, 18.3  /  15.2  /  4.5 ,50.9%,12.2%,256,0.2%,"447,310",Duelist
1,2,Jett,1.14, 17.6  /  15.5  /  3.9 ,49.7%,9.7%,246,0.2%,"358,537",Duelist
2,3,Brimstone,1.0, 14.6  /  14.5  /  8.3 ,51.3%,9.2%,208,0.1%,"337,210",Controller
3,4,Sage,0.91, 13.4  /  14.7  /  6.8 ,50.1%,7.0%,189,0.1%,"255,821",Sentinel
4,5,Breach,0.96, 14.5  /  15.1  /  6.5 ,49.3%,6.8%,203,0.1%,"251,154",Initiator
5,6,Raze,1.07, 16.6  /  15.5  /  4.8 ,49.8%,6.5%,241,0.2%,"239,151",Duelist
6,7,Killjoy,1.01, 14.3  /  14.2  /  4 ,50.8%,5.8%,202,0.1%,"214,918",Sentinel
7,8,Omen,0.98, 14.7  /  15  /  6.4 ,47.3%,5.2%,205,0.1%,"191,330",Controller
8,9,Deadlock,1.0, 15  /  14.9  /  4 ,49.1%,5.0%,212,0.1%,"183,265",Sentinel
9,10,Skye,0.94, 13.9  /  14.8  /  7.3 ,49.2%,4.9%,197,0.1%,"180,362",Initiator
10,11,Chamber,1.11, 16.3  /  14.7  /  3.1 ,49.3%,3.5%,223,0.2%,"129,986",Sentinel
11,12,Cypher,1.01, 14.6  /  14.4  /  4.9 ,49.3%,3.3%,202,0.1%,"120,133",Sentinel
12,13,Phoenix,1.14, 17.1  /  15  /  4.6 ,50.5%,3.1%,242,0.2%,"114,749",Duelist
13,14,Viper,0.99, 14.4  /  14.6  /  5.5 ,48.9%,2.9%,204,0.1%,"108,515",Controller
14,15,Gekko,0.94, 13.9  /  14.9  /  4.7 ,49.5%,2.7%,193,0.1%,"100,336",Initiator
15,16,Neon,1.04, 16.6  /  15.9  /  4.3 ,48.8%,2.6%,235,0.2%,"96,762",Duelist
16,17,Fade,0.95, 14.1  /  14.8  /  6.2 ,49.4%,2.4%,198,0.1%,"88,977",Initiator
17,18,KAY/O,0.92, 14.2  /  15.3  /  8.5 ,45.9%,2.1%,204,0.1%,"75,538",Initiator
18,19,Sova,0.97, 14.2  /  14.7  /  5.4 ,48.2%,1.7%,204,0.1%,"63,889",Initiator
19,20,Yoru,1.02, 15.7  /  15.4  /  4.3 ,46.6%,1.5%,220,0.2%,"54,168",Duelist
20,21,Astra,1.04, 15  /  14.5  /  6 ,48.5%,1.1%,208,0.1%,"41,096",Controller
21,22,Harbor,0.93, 13.9  /  15.1  /  5.8 ,45.8%,0.7%,195,0.1%,"26,463",Controller
